county_state,hyp_total_2009
"McCulloch, TX",36.9
"McLennan, TX",37.98
"McMullen, TX",35.79
"Madison, TX",39.17
"Marion, TX",41.92
"Martin, TX",35.76
"Mason, TX",37.62
"Matagorda, TX",37.54
"Maverick, TX",35.97
"Medina, TX",36.65
"Menard, TX",36.94
"Midland, TX",35.3
"Milam, TX",38.43
"Mills, TX",36.95
"Mitchell, TX",37.46
"Montague, TX",38.75
"Montgomery, TX",35.6
"Moore, TX",35.76
"Morris, TX",39.76
"Motley, TX",39.34
"Nacogdoches, TX",37.7
"Navarro, TX",38.8
"Newton, TX",41.97
"Nolan, TX",37.61
"Nueces, TX",34.62
"Ochiltree, TX",34.83
"Oldham, TX",36.15
"Orange, TX",39.93
"Palo Pinto, TX",39.51
"Panola, TX",38.35
"Parker, TX",38.25
"Parmer, TX",34.05
"Pecos, TX",35.85
"Polk, TX",39.9
"Potter, TX",38.68
"Presidio, TX",36.02
"Rains, TX",39.85
"Randall, TX",34.26
"Reagan, TX",35.79
"Real, TX",37.88
"Red River, TX",40.04
"Reeves, TX",37.72
"Refugio, TX",36.8
"Roberts, TX",35.11
"Robertson, TX",39.34
"Rockwall, TX",34.67
"Runnels, TX",35.95
"Rusk, TX",39.24
"Sabine, TX",40.41
"San Augustine, TX",40.03
"San Jacinto, TX",40.74
"San Patricio, TX",36.46
"San Saba, TX",38.44
"Schleicher, TX",33.54
"Scurry, TX",38.14
"Shackelford, TX",35.5
"Shelby, TX",38.67
"Sherman, TX",33.94
"Smith, TX",36.58
"Somervell, TX",36.86
"Starr, TX",37.06
"Stephens, TX",41.97
"Sterling, TX",37.41
"Stonewall, TX",37.59
"Sutton, TX",35.28
"Swisher, TX",36.06
"Tarrant, TX",34.95
"Taylor, TX",36.07
"Terrell, TX",34.67
"Terry, TX",37.4
"Throckmorton, TX",35.83
"Titus, TX",37.25
"Tom Green, TX",35.45
"Travis, TX",32.41
"Trinity, TX",40.77
"Tyler, TX",39.44
"Upshur, TX",39.66
"Upton, TX",37.41
"Uvalde, TX",36.2
"Val Verde, TX",35.09
"Van Zandt, TX",39.22
"Victoria, TX",36.14
"Walker, TX",38.8
"Waller, TX",39.01
"Ward, TX",36.9
"Washington, TX",37.1
"Webb, TX",34.85
"Wharton, TX",39.15
"Wheeler, TX",37.09
"Wichita, TX",36.11
"Wilbarger, TX",36.87
"Willacy, TX",38.3
"Williamson, TX",32.08
"Wilson, TX",36.82
"Winkler, TX",37.29
"Wise, TX",39.14
"Wood, TX",37.89
"Yoakum, TX",37.32
"Young, TX",37.7
"Zapata, TX",34.87
"Zavala, TX",36.95
"Beaver, UT",36.34
"Box Elder, UT",36.23
"Cache, UT",34.69
"Carbon, UT",38.62
"Daggett, UT",37.59
"Davis, UT",34.85
"Duchesne, UT",37.0
"Emery, UT",38.67
"Garfield, UT",37.09
"Grand, UT",35.12
"Iron, UT",36.79
"Juab, UT",38.91
"Kane, UT",35.42
"Millard, UT",35.88
"Morgan, UT",33.55
"Piute, UT",36.96
"Rich, UT",35.77
"Salt Lake, UT",36.28
"San Juan, UT",36.45
"Sanpete, UT",36.2
"Sevier, UT",38.18
"Summit, UT",30.31
"Tooele, UT",35.56
"Uintah, UT",37.19
"Utah, UT",33.34
"Wasatch, UT",33.76
"Washington, UT",37.91
"Wayne, UT",38.0
"Weber, UT",35.94
"Addison, VT",33.87
"Bennington, VT",34.45
"Caledonia, VT",35.81
"Chittenden, VT",31.66
"Essex, VT",39.39
"Franklin, VT",37.59
"Grand Isle, VT",35.65
"Lamoille, VT",31.56
"Orange, VT",37.24
"Orleans, VT",36.52
"Rutland, VT",36.22
"Washington, VT",34.4
"Windham, VT",35.21
"Windsor, VT",33.72
"Accomack, VA",41.61
"Albemarle, VA",33.47
"Alleghany, VA",39.57
"Amelia, VA",41.11
"Amherst, VA",38.72
"Appomattox, VA",39.73
"Arlington, VA",30.19
"Augusta, VA",36.91
"Bath, VA",39.83
"Bedford, VA",36.15
"Bland, VA",40.35
"Botetourt, VA",37.33
"Brunswick, VA",41.04
"Buchanan, VA",44.7
"Buckingham, VA",40.93
"Campbell, VA",40.37
"Caroline, VA",39.18
"Carroll, VA",40.96
"Charles City, VA",40.08
"Charlotte, VA",40.13
"Chesterfield, VA",34.19
"Clarke, VA",36.0
"Craig, VA",39.13
"Culpeper, VA",38.15
"Cumberland, VA",38.41
"Dickenson, VA",43.3
"Dinwiddie, VA",39.98
"Essex, VA",38.15
"Fairfax, VA",31.0
"Fauquier, VA",35.87
"Floyd, VA",39.39
"Fluvanna, VA",36.46
"Franklin, VA",40.0
"Frederick, VA",36.9
"Giles, VA",39.24
"Gloucester, VA",39.25
"Goochland, VA",36.43
"Grayson, VA",41.44
"Greene, VA",36.52
"Greensville, VA",40.63
"Halifax, VA",40.4
"Hanover, VA",34.95
"Henrico, VA",33.62
"Henry, VA",40.31
"Highland, VA",38.51
"Isle of Wight, VA",38.35
"James City, VA",34.1
"King and Queen, VA",38.93
"King George, VA",36.37
"King William, VA",37.54
"Lancaster, VA",35.2
"Lee, VA",42.25
"Loudoun, VA",30.8
"Louisa, VA",39.02
"Lunenburg, VA",39.82
"Madison, VA",37.34
"Mathews, VA",38.4
"Mecklenburg, VA",39.73
"Middlesex, VA",37.18
"Montgomery, VA",38.2
"Nelson, VA",38.35
"New Kent, VA",38.2
"Northampton, VA",38.93
"Northumberland, VA",36.96
"Nottoway, VA",39.16
"Orange, VA",37.43
"Page, VA",40.07
"Patrick, VA",40.12
"Pittsylvania, VA",40.46
"Powhatan, VA",37.61
"Prince Edward, VA",39.41
"Prince George, VA",38.81
"Prince William, VA",33.92
"Pulaski, VA",39.1
"Rappahannock, VA",36.57
"Richmond, VA",40.74
"Roanoke, VA",34.83
"Rockbridge, VA",39.64
"Rockingham, VA",38.08
"Russell, VA",42.57
"Scott, VA",41.67
"Shenandoah, VA",37.35
"Smyth, VA",41.07
"Southampton, VA",40.48
"Spotsylvania, VA",36.02
"Stafford, VA",36.23
"Surry, VA",39.53
"Sussex, VA",42.16
"Tazewell, VA",41.0
"Warren, VA",38.25
"Washington, VA",40.04
"Westmoreland, VA",39.34
"Wise, VA",42.19
"Wythe, VA",40.29
"York, VA",34.18
"Alexandria, VA",30.32
"Bedford, VA",40.39
"Bristol, VA",42.67
"Buena Vista, VA",39.97
"Charlottesville, VA",37.08
"Chesapeake, VA",36.02
"Colonial Heights, VA",39.63
"Covington, VA",42.94
"Danville, VA",40.28
"Emporia, VA",41.26
"Fairfax, VA",32.35
"Falls Church, VA",33.22
"Franklin, VA",37.92
"Fredericksburg, VA",36.73
"Galax, VA",39.69
"Hampton, VA",38.36
"Harrisonburg, VA",33.71
"Hopewell, VA",42.53
"Lexington, VA",35.27
"Lynchburg, VA",37.07
"Manassas, VA",33.97
"Manassas Park, VA",35.44
"Martinsville, VA",38.56
"Newport News, VA",35.94
"Norfolk, VA",38.43
"Norton, VA",38.72
"Petersburg, VA",40.8
"Poquoson, VA",35.25
"Portsmouth, VA",40.15
"Radford, VA",36.95
"Richmond, VA",38.5
"Roanoke, VA",40.09
"Salem, VA",37.46
"Staunton, VA",38.34
"Suffolk, VA",39.2
"Virginia Beach, VA",35.44
"Waynesboro, VA",36.88
"Williamsburg, VA",35.85
"Winchester, VA",37.44
"Adams, WA",35.7
"Asotin, WA",38.43
"Benton, WA",35.86
"Chelan, WA",34.6
"Clallam, WA",36.45
"Clark, WA",34.93
"Columbia, WA",37.26
"Cowlitz, WA",38.31
"Douglas, WA",36.15
"Ferry, WA",37.58
"Franklin, WA",36.74
"Garfield, WA",37.76
"Grant, WA",36.76
"Grays Harbor, WA",37.23
"Island, WA",33.11
"Jefferson, WA",34.48
"King, WA",32.21
"Kitsap, WA",34.59
"Kittitas, WA",35.74
"Klickitat, WA",37.05
"Lewis, WA",38.82
"Lincoln, WA",37.48
"Mason, WA",37.99
"Okanogan, WA",35.99
"Pacific, WA",37.72
"Pend Oreille, WA",38.18
"Pierce, WA",36.43
"San Juan, WA",31.48
"Skagit, WA",35.48
"Skamania, WA",36.26
"Snohomish, WA",35.53
"Spokane, WA",35.64
"Stevens, WA",35.8
"Thurston, WA",35.68
"Wahkiakum, WA",38.64
"Walla Walla, WA",34.84
"Whatcom, WA",34.92
"Whitman, WA",33.97
"Yakima, WA",36.56
"Barbour, WV",41.2
"Berkeley, WV",39.04
"Boone, WV",43.51
"Braxton, WV",41.36
"Brooke, WV",39.1
"Cabell, WV",39.52
"Calhoun, WV",41.1
"Clay, WV",41.6
"Doddridge, WV",40.44
"Fayette, WV",41.09
"Gilmer, WV",37.97
"Grant, WV",39.55
"Greenbrier, WV",40.43
"Hampshire, WV",40.12
"Hancock, WV",40.53
"Hardy, WV",40.32
"Harrison, WV",38.35
"Jackson, WV",41.45
"Jefferson, WV",37.65
"Kanawha, WV",39.37
"Lewis, WV",40.6
"Lincoln, WV",45.08
"Logan, WV",44.12
"McDowell, WV",45.92
"Marion, WV",40.14
"Marshall, WV",41.2
"Mason, WV",41.86
"Mercer, WV",40.48
"Mineral, WV",39.77
"Mingo, WV",43.98
"Monongalia, WV",38.11
"Monroe, WV",40.17
"Morgan, WV",40.19
"Nicholas, WV",41.3
"Ohio, WV",39.16
"Pendleton, WV",39.26
"Pleasants, WV",40.57
"Pocahontas, WV",39.73
"Preston, WV",39.91
"Putnam, WV",38.5
"Raleigh, WV",41.34
"Randolph, WV",38.72
"Ritchie, WV",41.73
"Roane, WV",41.7
"Summers, WV",42.62
"Taylor, WV",40.55
"Tucker, WV",40.72
"Tyler, WV",39.9
"Upshur, WV",40.39
"Wayne, WV",41.92
"Webster, WV",42.46
"Wetzel, WV",40.88
"Wirt, WV",39.91
"Wood, WV",38.52
"Wyoming, WV",43.79
"Adams, WI",38.83
"Ashland, WI",36.15
"Barron, WI",36.15
"Bayfield, WI",36.45
"Brown, WI",34.64
"Buffalo, WI",37.03
"Burnett, WI",36.94
"Calumet, WI",36.6
"Chippewa, WI",36.5
"Clark, WI",39.4
"Columbia, WI",36.49
"Crawford, WI",36.82
"Dane, WI",32.88
"Dodge, WI",36.99
"Door, WI",36.4
"Douglas, WI",37.25
"Dunn, WI",37.09
"Eau Claire, WI",34.77
"Florence, WI",38.51
"Fond du Lac, WI",35.7
"Forest, WI",38.97
"Grant, WI",37.52
"Green, WI",37.52
"Green Lake, WI",36.36
"Iowa, WI",35.58
"Iron, WI",38.52
"Jackson, WI",36.84
"Jefferson, WI",37.16
"Juneau, WI",38.14
"Kenosha, WI",38.35
"Kewaunee, WI",39.8
"La Crosse, WI",35.87
"Lafayette, WI",38.0
"Langlade, WI",38.82
"Lincoln, WI",38.18
"Manitowoc, WI",35.98
"Marathon, WI",36.29
"Marinette, WI",38.29
"Marquette, WI",39.8
"Menominee, WI",34.54
"Milwaukee, WI",37.18
"Monroe, WI",37.4
"Oconto, WI",38.3
"Oneida, WI",36.92
"Outagamie, WI",33.9
"Ozaukee, WI",32.87
"Pepin, WI",38.5
"Pierce, WI",34.66
"Polk, WI",35.27
"Portage, WI",35.53
"Price, WI",37.9
"Racine, WI",36.31
"Richland, WI",36.76
"Rock, WI",37.98
"Rusk, WI",38.41
"St. Croix, WI",34.15
"Sauk, WI",35.55
"Sawyer, WI",36.7
"Shawano, WI",36.99
"Sheboygan, WI",37.1
"Taylor, WI",38.97
"Trempealeau, WI",38.17
"Vernon, WI",37.57
"Vilas, WI",36.69
"Walworth, WI",36.03
"Washburn, WI",35.54
"Washington, WI",35.18
"Waukesha, WI",32.64
"Waupaca, WI",36.31
"Waushara, WI",38.18
"Winnebago, WI",36.07
"Wood, WI",35.08
"Albany, WY",31.57
"Big Horn, WY",35.56
"Campbell, WY",37.39
"Carbon, WY",35.12
"Converse, WY",35.94
"Crook, WY",36.36
"Fremont, WY",34.79
"Goshen, WY",33.9
"Hot Springs, WY",36.48
"Johnson, WY",33.99
"Laramie, WY",35.43
"Lincoln, WY",36.55
"Natrona, WY",36.66
"Niobrara, WY",37.92
"Park, WY",34.56
"Platte, WY",35.76
"Sheridan, WY",35.99
"Sublette, WY",34.86
"Sweetwater, WY",36.1
"Teton, WY",29.71
"Uinta, WY",36.76
"Washakie, WY",35.18
"Weston, WY",37.27
"Autauga, AL",41.62
"Baldwin, AL",40.1
"Barbour, AL",46.23
"Bibb, AL",44.78
"Blount, AL",44.68
"Bullock, AL",46.2
"Butler, AL",45.42
"Calhoun, AL",46.18
"Chambers, AL",44.68
"Cherokee, AL",46.45
"Chilton, AL",44.59
"Choctaw, AL",45.37
"Clarke, AL",45.66
"Clay, AL",44.44
"Cleburne, AL",45.82
"Coffee, AL",43.27
"Colbert, AL",43.57
"Conecuh, AL",44.5
"Coosa, AL",44.42
"Covington, AL",44.83
"Crenshaw, AL",44.84
"Cullman, AL",44.42
"Dale, AL",43.93
"Dallas, AL",45.58
"DeKalb, AL",44.69
"Elmore, AL",42.34
"Escambia, AL",44.16
"Etowah, AL",45.75
"Fayette, AL",44.49
"Franklin, AL",44.87
"Geneva, AL",45.04
"Greene, AL",44.92
"Hale, AL",44.99
"Henry, AL",44.08
"Houston, AL",43.28
"Jackson, AL",43.01
"Jefferson, AL",40.97
"Lamar, AL",43.99
"Lauderdale, AL",41.68
"Lawrence, AL",44.67
"Lee, AL",40.75
"Limestone, AL",43.15
"Lowndes, AL",45.32
"Macon, AL",45.79
"Madison, AL",39.01
"Marengo, AL",43.65
"Marion, AL",45.28
"Marshall, AL",43.64
"Mobile, AL",41.57
"Monroe, AL",43.55
"Montgomery, AL",41.06
"Morgan, AL",42.55
"Perry, AL",46.16
"Pickens, AL",45.1
"Pike, AL",44.18
"Randolph, AL",44.56
"Russell, AL",44.1
"St. Clair, AL",45.75
"Shelby, AL",37.11
"Sumter, AL",46.65
"Talladega, AL",46.21
"Tallapoosa, AL",42.62
"Tuscaloosa, AL",42.02
"Walker, AL",45.02
"Washington, AL",44.19
"Wilcox, AL",45.89
"Winston, AL",46.07
"Aleutians East, AK",40.35
"Aleutians West, AK",38.57
"Anchorage, AK",36.88
"Bethel, AK",37.43
"Bristol Bay, AK",39.15
"Denali, AK",37.88
"Dillingham, AK",36.9
"Fairbanks North Star, AK",38.09
"Haines, AK",35.66
"Juneau City and, AK",35.38
"Kenai Peninsula, AK",38.13
"Ketchikan Gateway, AK",39.49
"Kodiak Island, AK",36.82
"Lake and Peninsula, AK",38.17
"Matanuska-Susitna, AK",39.02
"Nome, AK",36.32
"North Slope, AK",36.07
"Northwest Arctic, AK",36.8
"Prince of Wales-Outer Ketchikan, AK",39.49
"Sitka City and, AK",36.87
"Skagway-Hoonah-Angoon, AK",38.61
"Southeast Fairbanks, AK",38.27
"Valdez-Cordova, AK",36.93
"Wade Hampton, AK",38.44
"Wrangell-Petersburg, AK",39.49
"Yakutat City and, AK",40.57
"Yukon-Koyukuk, AK",37.88
"Apache, AZ",40.15
"Cochise, AZ",40.76
"Coconino, AZ",36.02
"Gila, AZ",40.56
"Graham, AZ",41.4
"Greenlee, AZ",38.92
"La Paz, AZ",41.02
"Maricopa, AZ",37.57
"Mohave, AZ",41.01
"Navajo, AZ",40.24
"Pima, AZ",38.84
"Pinal, AZ",41.94
"Santa Cruz, AZ",38.9
"Yavapai, AZ",37.8
"Yuma, AZ",40.37
"Arkansas, AR",42.46
"Ashley, AR",42.34
"Baxter, AR",41.04
"Benton, AR",40.22
"Boone, AR",41.11
"Bradley, AR",41.63
"Calhoun, AR",43.35
"Carroll, AR",40.86
"Chicot, AR",43.93
"Clark, AR",42.34
"Clay, AR",44.77
"Cleburne, AR",42.64
"Cleveland, AR",42.73
"Columbia, AR",43.24
"Conway, AR",42.84
"Craighead, AR",42.12
"Crawford, AR",45.6
"Crittenden, AR",45.0
"Cross, AR",44.26
"Dallas, AR",43.19
"Desha, AR",43.77
"Drew, AR",41.86
"Faulkner, AR",40.27
"Franklin, AR",44.95
"Fulton, AR",43.81
"Garland, AR",41.62
"Grant, AR",42.56
"Greene, AR",42.93
"Hempstead, AR",42.98
"Hot Spring, AR",43.26
"Howard, AR",41.38
"Independence, AR",42.07
"Izard, AR",42.67
"Jackson, AR",44.96
"Jefferson, AR",43.45
"Johnson, AR",42.45
"Lafayette, AR",44.78
"Lawrence, AR",45.85
"Lee, AR",48.26
"Lincoln, AR",46.88
"Little River, AR",41.61
"Logan, AR",44.82
"Lonoke, AR",42.88
"Madison, AR",43.82
"Marion, AR",42.56
"Miller, AR",42.89
"Mississippi, AR",45.07
"Monroe, AR",45.9
"Montgomery, AR",44.54
"Nevada, AR",43.15
"Newton, AR",43.79
"Ouachita, AR",43.19
"Perry, AR",43.23
"Phillips, AR",45.77
"Pike, AR",42.55
"Poinsett, AR",46.57
"Polk, AR",43.4
"Pope, AR",41.21
"Prairie, AR",43.99
"Pulaski, AR",39.54
"Randolph, AR",43.54
"St. Francis, AR",45.46
"Saline, AR",40.66
"Scott, AR",45.18
"Searcy, AR",44.13
"Sebastian, AR",43.42
"Sevier, AR",41.64
"Sharp, AR",43.99
"Stone, AR",43.2
"Union, AR",41.9
"Van Buren, AR",42.77
"Washington, AR",40.97
"White, AR",43.0
"Woodruff, AR",45.38
"Yell, AR",41.81
"Alameda, CA",35.52
"Alpine, CA",39.57
"Amador, CA",41.22
"Butte, CA",39.76
"Calaveras, CA",40.87
"Colusa, CA",39.27
"Contra Costa, CA",36.35
"Del Norte, CA",42.65
"El Dorado, CA",38.32
"Fresno, CA",39.15
"Glenn, CA",41.19
"Humboldt, CA",39.37
"Imperial, CA",38.84
"Inyo, CA",39.09
"Kern, CA",40.31
"Kings, CA",39.14
"Lake, CA",42.88
"Lassen, CA",41.09
"Los Angeles, CA",36.44
"Madera, CA",40.57
"Marin, CA",33.52
"Mariposa, CA",39.66
"Mendocino, CA",40.02
"Merced, CA",40.43
"Modoc, CA",41.57
"Mono, CA",37.46
"Monterey, CA",37.5
"Napa, CA",37.47
"Nevada, CA",38.55
"Orange, CA",36.1
"Placer, CA",37.0
"Plumas, CA",38.5
"Riverside, CA",39.47
"Sacramento, CA",39.48
"San Benito, CA",37.94
"San Bernardino, CA",38.99
"San Diego, CA",34.44
"San Francisco, CA",36.96
"San Joaquin, CA",38.44
"San Luis Obispo, CA",39.83
"San Mateo, CA",34.79
"Santa Barbara, CA",36.1
"Santa Clara, CA",34.49
"Santa Cruz, CA",36.45
"Shasta, CA",41.18
"Sierra, CA",40.61
"Siskiyou, CA",40.0
"Solano, CA",38.34
"Sonoma, CA",37.14
"Stanislaus, CA",40.07
"Sutter, CA",40.03
"Tehama, CA",42.1
"Trinity, CA",41.46
"Tulare, CA",38.7
"Tuolumne, CA",41.0
"Ventura, CA",36.91
"Yolo, CA",38.04
"Yuba, CA",42.11
"Adams, CO",37.04
"Alamosa, CO",36.93
"Arapahoe, CO",36.29
"Archuleta, CO",37.1
"Baca, CO",41.11
"Bent, CO",41.9
"Boulder, CO",37.04
"Broomfield, CO",37.04
"Chaffee, CO",38.03
"Cheyenne, CO",41.47
"Clear Creek, CO",37.5
"Conejos, CO",38.09
"Costilla, CO",39.52
"Crowley, CO",46.54
"Custer, CO",39.71
"Delta, CO",37.34
"Denver, CO",37.87
"Dolores, CO",39.68
"Douglas, CO",31.97
"Eagle, CO",30.43
"Elbert, CO",36.77
"El Paso, CO",38.48
"Fremont, CO",41.6
"Garfield, CO",36.78
"Gilpin, CO",37.51
"Grand, CO",35.62
"Gunnison, CO",33.2
"Hinsdale, CO",36.22
"Huerfano, CO",40.4
"Jackson, CO",39.37
"Jefferson, CO",37.04
"Kiowa, CO",41.76
"Kit Carson, CO",40.3
"Lake, CO",36.77
"La Plata, CO",34.94
"Larimer, CO",35.31
"Las Animas, CO",39.42
"Lincoln, CO",37.89
"Logan, CO",41.56
"Mesa, CO",38.44
"Mineral, CO",35.34
"Moffat, CO",40.03
"Montezuma, CO",38.7
"Montrose, CO",38.85
"Morgan, CO",39.76
"Otero, CO",40.71
"Ouray, CO",36.91
"Park, CO",36.17
"Phillips, CO",37.84
"Pitkin, CO",31.78
"Prowers, CO",41.54
"Pueblo, CO",38.06
"Rio Blanco, CO",39.5
"Rio Grande, CO",37.45
"Routt, CO",33.9
"Saguache, CO",39.73
"San Juan, CO",40.97
"San Miguel, CO",32.05
"Sedgwick, CO",40.9
"Summit, CO",31.28
"Teller, CO",36.67
"Washington, CO",41.01
"Weld, CO",37.04
"Yuma, CO",39.37
"Fairfield, CT",36.59
"Hartford, CT",38.09
"Litchfield, CT",37.33
"Middlesex, CT",36.42
"New Haven, CT",38.54
"New London, CT",40.69
"Tolland, CT",39.52
"Windham, CT",42.11
"Kent, DE",42.21
"New Castle, DE",34.76
"Sussex, DE",42.11
,40.26
"Alachua, FL",38.28
"Baker, FL",45.84
"Bay, FL",41.74
"Bradford, FL",43.96
"Brevard, FL",39.14
"Broward, FL",38.12
"Calhoun, FL",44.03
"Charlotte, FL",41.02
"Citrus, FL",40.88
"Clay, FL",41.46
"Collier, FL",37.56
"Columbia, FL",43.85
"DeSoto, FL",42.7
"Dixie, FL",44.1
"Duval, FL",40.97
"Escambia, FL",40.93
"Flagler, FL",39.43
"Franklin, FL",42.53
"Gadsden, FL",43.71
"Gilchrist, FL",42.73
"Glades, FL",42.41
"Gulf, FL",42.66
"Hamilton, FL",44.43
"Hardee, FL",41.8
"Hendry, FL",39.8
"Hernando, FL",42.69
"Highlands, FL",41.73
"Hillsborough, FL",37.64
"Holmes, FL",43.59
"Indian River, FL",38.34
"Jackson, FL",43.79
"Jefferson, FL",42.42
"Lafayette, FL",44.91
"Lake, FL",42.1
"Lee, FL",37.3
"Leon, FL",37.4
"Levy, FL",42.72
"Liberty, FL",43.29
"Madison, FL",44.18
"Manatee, FL",39.62
"Marion, FL",44.93
"Martin, FL",36.02
"Miami-Dade, FL",35.31
"Monroe, FL",41.31
"Nassau, FL",42.13
"Okaloosa, FL",40.86
"Okeechobee, FL",40.35
"Orange, FL",38.39
"Osceola, FL",39.83
"Palm Beach, FL",36.86
"Pasco, FL",42.14
"Pinellas, FL",40.77
"Polk, FL",40.84
"Putnam, FL",44.19
"St. Johns, FL",38.94
"St. Lucie, FL",40.55
"Santa Rosa, FL",41.6
"Sarasota, FL",36.9
"Seminole, FL",37.62
"Sumter, FL",42.87
"Suwannee, FL",41.93
"Taylor, FL",44.56
"Union, FL",43.7
"Volusia, FL",41.48
"Wakulla, FL",42.12
"Walton, FL",43.02
"Washington, FL",43.81
"Appling, GA",44.92
"Atkinson, GA",44.54
"Bacon, GA",44.24
"Baker, GA",44.7
"Baldwin, GA",43.08
"Banks, GA",45.52
"Barrow, GA",42.3
"Bartow, GA",42.92
"Ben Hill, GA",44.74
"Berrien, GA",45.25
"Bibb, GA",41.49
"Bleckley, GA",43.46
"Brantley, GA",43.99
"Brooks, GA",43.74
"Bryan, GA",41.02
"Bulloch, GA",42.79
"Burke, GA",44.65
"Butts, GA",43.99
"Calhoun, GA",46.28
"Camden, GA",42.74
"Candler, GA",45.24
"Carroll, GA",42.39
"Catoosa, GA",42.49
"Charlton, GA",46.48
"Chatham, GA",40.26
"Chattahoochee, GA",39.8
"Chattooga, GA",44.05
"Cherokee, GA",38.54
"Clarke, GA",41.98
"Clay, GA",46.18
"Clayton, GA",42.36
"Clinch, GA",46.73
"Cobb, GA",34.73
"Coffee, GA",45.0
"Colquitt, GA",43.0
"Columbia, GA",37.89
"Cook, GA",44.05
"Coweta, GA",39.81
"Crawford, GA",44.37
"Crisp, GA",44.23
"Dade, GA",43.01
"Dawson, GA",41.35
"Decatur, GA",45.48
"DeKalb, GA",37.97
"Dodge, GA",44.04
"Dooly, GA",45.34
"Dougherty, GA",43.62
"Douglas, GA",40.93
"Early, GA",46.21
"Echols, GA",41.56
"Effingham, GA",42.11
"Elbert, GA",43.96
"Emanuel, GA",45.49
"Evans, GA",44.04
"Fannin, GA",44.02
"Fayette, GA",37.21
"Floyd, GA",42.22
"Forsyth, GA",35.53
"Franklin, GA",45.52
"Fulton, GA",37.26
"Gilmer, GA",42.64
"Glascock, GA",44.16
"Glynn, GA",41.39
"Gordon, GA",43.39
"Grady, GA",43.09
"Greene, GA",41.83
"Gwinnett, GA",36.38
"Habersham, GA",42.57
"Hall, GA",40.4
"Hancock, GA",46.23
"Haralson, GA",43.8
"Harris, GA",40.21
"Hart, GA",44.07
"Heard, GA",44.18
"Henry, GA",40.31
"Houston, GA",42.62
"Irwin, GA",44.9
"Jackson, GA",42.95
"Jasper, GA",43.49
"Jeff Davis, GA",44.04
"Jefferson, GA",45.36
"Jenkins, GA",45.08
"Johnson, GA",46.7
"Jones, GA",42.15
"Lamar, GA",44.4
"Lanier, GA",44.6
"Laurens, GA",43.68
"Lee, GA",41.17
"Liberty, GA",42.75
"Lincoln, GA",45.1
"Long, GA",44.72
"Lowndes, GA",43.01
"Lumpkin, GA",42.3
"McDuffie, GA",43.32
"McIntosh, GA",44.63
"Macon, GA",44.67
"Madison, GA",43.12
"Marion, GA",45.07
"Meriwether, GA",43.36
"Miller, GA",43.31
"Mitchell, GA",45.02
"Monroe, GA",41.68
"Montgomery, GA",43.89
"Morgan, GA",40.89
"Murray, GA",45.16
"Muscogee, GA",41.13
"Newton, GA",42.56
"Oconee, GA",37.38
"Oglethorpe, GA",41.94
"Paulding, GA",41.29
"Peach, GA",42.74
"Pickens, GA",42.3
"Pierce, GA",42.93
"Pike, GA",41.64
"Polk, GA",45.64
"Pulaski, GA",42.97
"Putnam, GA",42.54
"Quitman, GA",46.52
"Rabun, GA",43.15
"Randolph, GA",46.03
"Richmond, GA",43.25
"Rockdale, GA",39.21
"Schley, GA",43.84
"Screven, GA",43.81
"Seminole, GA",44.92
"Spalding, GA",43.76
"Stephens, GA",43.49
"Stewart, GA",44.93
"Sumter, GA",43.6
"Talbot, GA",45.28
"Taliaferro, GA",47.41
"Tattnall, GA",44.37
"Taylor, GA",45.31
"Telfair, GA",46.75
"Terrell, GA",45.98
"Thomas, GA",43.95
"Tift, GA",43.95
"Toombs, GA",44.0
"Towns, GA",41.84
"Treutlen, GA",46.71
"Troup, GA",42.04
"Turner, GA",44.36
"Twiggs, GA",45.81
"Union, GA",42.87
"Upson, GA",42.85
"Walker, GA",44.27
"Walton, GA",42.39
"Ware, GA",44.58
"Warren, GA",45.55
"Washington, GA",44.68
"Wayne, GA",43.87
"Webster, GA",43.68
"Wheeler, GA",47.35
"White, GA",42.02
"Whitfield, GA",43.04
"Wilcox, GA",47.11
"Wilkes, GA",43.79
"Wilkinson, GA",42.95
"Worth, GA",46.64
"Hawaii, HI",36.38
"Honolulu, HI",33.99
"Kalawao, HI",38.33
"Kauai, HI",36.67
"Maui, HI",38.33
"Ada, ID",36.97
"Adams, ID",42.26
"Bannock, ID",39.47
"Bear Lake, ID",39.77
"Benewah, ID",39.34
"Bingham, ID",39.84
"Blaine, ID",32.59
"Boise, ID",39.05
"Bonner, ID",40.56
"Bonneville, ID",38.02
"Boundary, ID",39.97
"Butte, ID",40.65
"Camas, ID",40.41
"Canyon, ID",40.99
"Caribou, ID",39.2
"Cassia, ID",40.13
"Clark, ID",40.69
"Clearwater, ID",40.55
"Custer, ID",40.29
"Elmore, ID",40.41
"Franklin, ID",39.93
"Fremont, ID",40.31
"Gem, ID",41.66
"Gooding, ID",41.85
"Idaho, ID",41.17
"Jefferson, ID",38.97
"Jerome, ID",39.05
"Kootenai, ID",40.69
"Latah, ID",37.43
"Lemhi, ID",41.45
"Lewis, ID",41.41
"Lincoln, ID",38.29
"Madison, ID",43.48
"Minidoka, ID",40.93
"Nez Perce, ID",39.63
"Oneida, ID",39.88
"Owyhee, ID",40.45
"Payette, ID",42.09
"Power, ID",39.07
"Shoshone, ID",40.62
"Teton, ID",35.68
"Twin Falls, ID",40.14
