county_state,hyp_total_2009
"Valley, ID",36.82
"Washington, ID",40.31
"Adams, IL",40.98
"Alexander, IL",46.14
"Bond, IL",42.2
"Boone, IL",39.99
"Brown, IL",43.96
"Bureau, IL",40.5
"Calhoun, IL",41.39
"Carroll, IL",40.41
"Cass, IL",40.35
"Champaign, IL",39.58
"Christian, IL",43.04
"Clark, IL",43.0
"Clay, IL",43.22
"Clinton, IL",39.88
"Coles, IL",42.29
"Cook, IL",39.37
"Crawford, IL",43.17
"Cumberland, IL",42.6
"DeKalb, IL",40.64
"De Witt, IL",42.14
"Douglas, IL",40.98
"DuPage, IL",34.7
"Edgar, IL",42.05
"Edwards, IL",43.64
"Effingham, IL",41.33
"Fayette, IL",45.08
"Ford, IL",41.02
"Franklin, IL",43.39
"Fulton, IL",42.01
"Gallatin, IL",44.49
"Greene, IL",42.63
"Grundy, IL",40.94
"Hamilton, IL",44.41
"Hancock, IL",40.81
"Hardin, IL",43.75
"Henderson, IL",41.94
"Henry, IL",41.0
"Iroquois, IL",42.73
"Jackson, IL",40.71
"Jasper, IL",42.5
"Jefferson, IL",43.67
"Jersey, IL",41.57
"Jo Daviess, IL",41.55
"Johnson, IL",44.31
"Kane, IL",37.47
"Kankakee, IL",42.14
"Kendall, IL",40.28
"Knox, IL",41.51
"Lake, IL",34.85
"LaSalle, IL",41.49
"Lawrence, IL",42.47
"Lee, IL",41.65
"Livingston, IL",41.99
"Logan, IL",41.43
"McDonough, IL",42.18
"McHenry, IL",37.99
"McLean, IL",35.68
"Macon, IL",41.51
"Macoupin, IL",42.63
"Madison, IL",41.07
"Marion, IL",43.65
"Marshall, IL",41.17
"Mason, IL",42.66
"Massac, IL",43.46
"Menard, IL",40.11
"Mercer, IL",41.18
"Monroe, IL",40.95
"Montgomery, IL",42.27
"Morgan, IL",40.41
"Moultrie, IL",40.94
"Ogle, IL",40.17
"Peoria, IL",39.64
"Perry, IL",42.91
"Piatt, IL",40.19
"Pike, IL",42.79
"Pope, IL",43.53
"Pulaski, IL",45.45
"Putnam, IL",42.08
"Randolph, IL",43.23
"Richland, IL",42.38
"Rock Island, IL",40.1
"St. Clair, IL",42.77
"Saline, IL",43.43
"Sangamon, IL",38.78
"Schuyler, IL",41.78
"Scott, IL",41.32
"Shelby, IL",42.12
"Stark, IL",40.33
"Stephenson, IL",41.58
"Tazewell, IL",40.69
"Union, IL",42.93
"Vermilion, IL",43.38
"Wabash, IL",43.13
"Warren, IL",41.14
"Washington, IL",42.84
"Wayne, IL",43.38
"White, IL",42.98
"Whiteside, IL",41.16
"Will, IL",39.27
"Williamson, IL",42.01
"Winnebago, IL",40.33
"Woodford, IL",39.35
"Adams, IN",42.75
"Allen, IN",40.0
"Bartholomew, IN",39.73
"Benton, IN",41.46
"Blackford, IN",41.71
"Boone, IN",39.47
"Brown, IN",40.56
"Carroll, IN",41.95
"Cass, IN",42.46
"Clark, IN",41.68
"Clay, IN",42.67
"Clinton, IN",41.83
"Crawford, IN",43.9
"Daviess, IN",44.25
"Dearborn, IN",41.51
"Decatur, IN",42.9
"DeKalb, IN",41.21
"Delaware, IN",42.1
"Dubois, IN",40.3
"Elkhart, IN",40.52
"Fayette, IN",44.37
"Floyd, IN",41.28
"Fountain, IN",42.53
"Franklin, IN",42.31
"Fulton, IN",41.48
"Gibson, IN",43.37
"Grant, IN",43.91
"Greene, IN",43.38
"Hamilton, IN",33.66
"Hancock, IN",40.68
"Harrison, IN",42.15
"Hendricks, IN",40.37
"Henry, IN",42.71
"Howard, IN",40.86
"Huntington, IN",41.22
"Jackson, IN",41.11
"Jasper, IN",41.72
"Jay, IN",42.74
"Jefferson, IN",41.87
"Jennings, IN",42.83
"Johnson, IN",39.62
"Knox, IN",42.75
"Kosciusko, IN",39.67
"LaGrange, IN",43.51
"Lake, IN",41.09
"LaPorte, IN",42.01
"Lawrence, IN",43.3
"Madison, IN",42.05
"Marion, IN",40.96
"Marshall, IN",40.61
"Martin, IN",44.94
"Miami, IN",42.78
"Monroe, IN",39.29
"Montgomery, IN",41.96
"Morgan, IN",42.7
"Newton, IN",42.7
"Noble, IN",40.97
"Ohio, IN",42.63
"Orange, IN",42.59
"Owen, IN",43.99
"Parke, IN",42.74
"Perry, IN",43.21
"Pike, IN",42.98
"Porter, IN",39.31
"Posey, IN",42.25
"Pulaski, IN",42.27
"Putnam, IN",42.63
"Randolph, IN",43.82
"Ripley, IN",42.17
"Rush, IN",42.23
"St. Joseph, IN",40.33
"Scott, IN",43.4
"Shelby, IN",42.42
"Spencer, IN",42.42
"Starke, IN",43.81
"Steuben, IN",40.97
"Sullivan, IN",43.41
"Switzerland, IN",44.2
"Tippecanoe, IN",39.26
"Tipton, IN",42.85
"Union, IN",41.64
"Vanderburgh, IN",40.79
"Vermillion, IN",43.51
"Vigo, IN",41.96
"Wabash, IN",41.52
"Warren, IN",40.78
"Warrick, IN",39.36
"Washington, IN",43.15
"Wayne, IN",43.85
"Wells, IN",39.92
"White, IN",41.87
"Whitley, IN",40.85
"Adair, IA",39.79
"Adams, IA",40.73
"Allamakee, IA",38.59
"Appanoose, IA",42.12
"Audubon, IA",41.03
"Benton, IA",41.05
"Black Hawk, IA",38.81
"Boone, IA",39.72
"Bremer, IA",37.97
"Buchanan, IA",40.55
"Buena Vista, IA",38.37
"Butler, IA",40.67
"Calhoun, IA",41.43
"Carroll, IA",39.55
"Cass, IA",39.44
"Cedar, IA",40.21
"Cerro Gordo, IA",39.06
"Cherokee, IA",39.58
"Chickasaw, IA",40.43
"Clarke, IA",40.54
"Clay, IA",38.84
"Clayton, IA",40.84
"Clinton, IA",41.06
"Crawford, IA",39.56
"Dallas, IA",37.76
"Davis, IA",42.6
"Decatur, IA",40.97
"Delaware, IA",40.57
"Des Moines, IA",40.13
"Dickinson, IA",39.27
"Dubuque, IA",39.25
"Emmet, IA",41.15
"Fayette, IA",40.15
"Floyd, IA",40.57
"Franklin, IA",39.61
"Fremont, IA",40.57
"Greene, IA",40.28
"Grundy, IA",39.23
"Guthrie, IA",40.07
"Hamilton, IA",39.75
"Hancock, IA",40.59
"Hardin, IA",39.67
"Harrison, IA",41.13
"Henry, IA",40.68
"Howard, IA",39.13
"Humboldt, IA",40.85
"Ida, IA",41.32
"Iowa, IA",40.32
"Jackson, IA",40.46
"Jasper, IA",40.32
"Jefferson, IA",38.81
"Johnson, IA",35.86
"Jones, IA",40.05
"Keokuk, IA",41.28
"Kossuth, IA",40.86
"Lee, IA",41.45
"Linn, IA",38.0
"Louisa, IA",40.5
"Lucas, IA",41.2
"Lyon, IA",40.15
"Madison, IA",40.93
"Mahaska, IA",40.82
"Marion, IA",39.89
"Marshall, IA",39.51
"Mills, IA",40.39
"Mitchell, IA",40.7
"Monona, IA",40.14
"Monroe, IA",40.85
"Montgomery, IA",41.47
"Muscatine, IA",40.38
"O'Brien, IA",40.77
"Osceola, IA",41.13
"Page, IA",40.72
"Palo Alto, IA",42.43
"Plymouth, IA",40.54
"Pocahontas, IA",39.6
"Polk, IA",37.11
"Pottawattamie, IA",42.1
"Poweshiek, IA",39.17
"Ringgold, IA",42.08
"Sac, IA",41.36
"Scott, IA",38.62
"Shelby, IA",39.77
"Sioux, IA",39.53
"Story, IA",37.94
"Tama, IA",40.07
"Taylor, IA",41.25
"Union, IA",40.38
"Van Buren, IA",41.97
"Wapello, IA",41.26
"Warren, IA",39.66
"Washington, IA",41.26
"Wayne, IA",41.61
"Webster, IA",40.62
"Winnebago, IA",39.5
"Winneshiek, IA",38.31
"Woodbury, IA",40.49
"Worth, IA",40.74
"Wright, IA",40.8
"Allen, KS",43.41
"Anderson, KS",41.29
"Atchison, KS",41.43
"Barber, KS",38.79
"Barton, KS",40.71
"Bourbon, KS",41.31
"Brown, KS",39.35
"Butler, KS",40.46
"Chase, KS",40.14
"Chautauqua, KS",43.16
"Cherokee, KS",42.47
"Cheyenne, KS",39.46
"Clark, KS",37.59
"Clay, KS",39.96
"Cloud, KS",41.15
"Coffey, KS",38.64
"Comanche, KS",41.82
"Cowley, KS",41.18
"Crawford, KS",41.39
"Decatur, KS",38.73
"Dickinson, KS",38.7
"Doniphan, KS",40.95
"Douglas, KS",37.91
"Edwards, KS",39.92
"Elk, KS",42.49
"Ellis, KS",39.6
"Ellsworth, KS",41.11
"Finney, KS",40.16
"Ford, KS",39.89
"Franklin, KS",40.29
"Geary, KS",40.95
"Gove, KS",38.33
"Graham, KS",40.76
"Grant, KS",38.6
"Gray, KS",39.99
"Greeley, KS",38.77
"Greenwood, KS",41.9
"Hamilton, KS",38.38
"Harper, KS",43.17
"Harvey, KS",38.74
"Haskell, KS",39.05
"Hodgeman, KS",39.05
"Jackson, KS",39.91
"Jefferson, KS",42.37
"Jewell, KS",41.16
"Johnson, KS",33.25
"Kearny, KS",40.69
"Kingman, KS",41.01
"Kiowa, KS",40.7
"Labette, KS",42.02
"Lane, KS",40.52
"Leavenworth, KS",40.29
"Lincoln, KS",40.45
"Linn, KS",41.94
"Logan, KS",40.13
"Lyon, KS",38.91
"McPherson, KS",38.1
"Marion, KS",40.43
"Marshall, KS",40.03
"Meade, KS",39.9
"Miami, KS",40.23
"Mitchell, KS",39.74
"Montgomery, KS",42.85
"Morris, KS",41.62
"Morton, KS",40.65
"Nemaha, KS",39.66
"Neosho, KS",41.55
"Ness, KS",39.52
"Norton, KS",40.18
"Osage, KS",40.72
"Osborne, KS",40.14
"Ottawa, KS",39.56
"Pawnee, KS",41.38
"Phillips, KS",40.44
"Pottawatomie, KS",37.66
"Pratt, KS",39.43
"Rawlins, KS",38.39
"Reno, KS",41.22
"Republic, KS",38.21
"Rice, KS",40.42
"Riley, KS",39.17
"Rooks, KS",40.05
"Rush, KS",41.11
"Russell, KS",41.73
"Saline, KS",40.57
"Scott, KS",38.71
"Sedgwick, KS",39.07
"Seward, KS",39.25
"Shawnee, KS",38.59
"Sheridan, KS",39.66
"Sherman, KS",41.23
"Smith, KS",40.37
"Stafford, KS",40.24
"Stanton, KS",38.96
"Stevens, KS",40.95
"Sumner, KS",41.02
"Thomas, KS",38.83
"Trego, KS",40.92
"Wabaunsee, KS",39.57
"Wallace, KS",40.31
"Washington, KS",40.28
"Wichita, KS",39.3
"Wilson, KS",42.35
"Woodson, KS",42.71
"Wyandotte, KS",42.6
"Adair, KY",44.81
"Allen, KY",44.28
"Anderson, KY",43.41
"Ballard, KY",43.36
"Barren, KY",42.67
"Bath, KY",45.16
"Bell, KY",48.93
"Boone, KY",41.65
"Bourbon, KY",42.62
"Boyd, KY",43.36
"Boyle, KY",43.6
"Bracken, KY",43.23
"Breathitt, KY",47.45
"Breckinridge, KY",44.93
"Bullitt, KY",43.3
"Butler, KY",45.28
"Caldwell, KY",43.94
"Calloway, KY",41.79
"Campbell, KY",40.71
"Carlisle, KY",43.6
"Carroll, KY",45.19
"Carter, KY",46.68
"Casey, KY",45.65
"Christian, KY",44.08
"Clark, KY",42.76
"Clay, KY",50.01
"Clinton, KY",45.24
"Crittenden, KY",45.25
"Cumberland, KY",45.1
"Daviess, KY",41.79
"Edmonson, KY",45.53
"Elliott, KY",47.31
"Estill, KY",45.46
"Fayette, KY",38.46
"Fleming, KY",44.89
"Floyd, KY",47.82
"Franklin, KY",40.87
"Fulton, KY",44.19
"Gallatin, KY",45.34
"Garrard, KY",43.75
"Grant, KY",43.85
"Graves, KY",43.84
"Grayson, KY",45.47
"Green, KY",44.75
"Greenup, KY",44.63
"Hancock, KY",42.97
"Hardin, KY",42.63
"Harlan, KY",48.25
"Harrison, KY",42.91
"Hart, KY",46.35
"Henderson, KY",43.98
"Henry, KY",43.57
"Hickman, KY",45.5
"Hopkins, KY",43.39
"Jackson, KY",47.84
"Jefferson, KY",41.25
"Jessamine, KY",41.76
"Johnson, KY",45.19
"Kenton, KY",40.28
"Knott, KY",47.21
"Knox, KY",50.27
"Larue, KY",43.81
"Laurel, KY",45.8
"Lawrence, KY",48.66
"Lee, KY",49.05
"Leslie, KY",48.34
"Letcher, KY",48.66
"Lewis, KY",46.57
"Lincoln, KY",45.05
"Livingston, KY",44.07
"Logan, KY",45.31
"Lyon, KY",44.54
"McCracken, KY",42.06
"McCreary, KY",48.36
"McLean, KY",45.48
"Madison, KY",42.99
"Magoffin, KY",49.5
"Marion, KY",45.01
"Marshall, KY",43.61
"Martin, KY",49.82
"Mason, KY",43.45
"Meade, KY",42.42
"Menifee, KY",46.37
"Mercer, KY",42.05
"Metcalfe, KY",45.99
"Monroe, KY",45.67
"Montgomery, KY",43.28
"Morgan, KY",47.0
"Muhlenberg, KY",45.35
"Nelson, KY",43.86
"Nicholas, KY",44.52
"Ohio, KY",44.42
"Oldham, KY",39.82
"Owen, KY",44.2
"Owsley, KY",51.22
"Pendleton, KY",45.46
"Perry, KY",46.73
"Pike, KY",47.11
"Powell, KY",47.24
"Pulaski, KY",43.82
"Robertson, KY",44.57
"Rockcastle, KY",45.58
"Rowan, KY",43.88
"Russell, KY",45.66
"Scott, KY",41.98
"Shelby, KY",41.05
"Simpson, KY",42.74
"Spencer, KY",43.64
"Taylor, KY",44.47
"Todd, KY",44.54
"Trigg, KY",44.16
"Trimble, KY",44.41
"Union, KY",43.61
"Warren, KY",40.36
"Washington, KY",43.28
"Wayne, KY",47.28
"Webster, KY",44.43
"Whitley, KY",46.85
"Wolfe, KY",47.84
"Woodford, KY",38.83
"Acadia, LA",44.54
"Allen, LA",44.17
"Ascension, LA",41.4
"Assumption, LA",44.38
"Avoyelles, LA",45.76
"Beauregard, LA",42.25
"Bienville, LA",44.08
"Bossier, LA",43.3
"Caddo, LA",40.62
"Calcasieu, LA",41.76
"Caldwell, LA",45.02
"Cameron, LA",44.76
"Catahoula, LA",44.59
"Claiborne, LA",42.34
"Concordia, LA",44.68
"De Soto, LA",43.65
"East Baton Rouge, LA",39.68
"East Carroll, LA",48.31
"East Feliciana, LA",43.96
"Evangeline, LA",45.18
"Franklin, LA",44.98
"Grant, LA",43.9
"Iberia, LA",42.56
"Iberville, LA",43.96
"Jackson, LA",43.84
"Jefferson, LA",39.61
"Jefferson Davis, LA",44.99
"Lafayette, LA",39.32
"Lafourche, LA",41.56
"La Salle, LA",44.57
"Lincoln, LA",41.8
"Livingston, LA",41.77
"Madison, LA",46.23
"Morehouse, LA",42.39
"Natchitoches, LA",44.86
"Orleans, LA",42.83
"Ouachita, LA",39.94
"Plaquemines, LA",44.35
"Pointe Coupee, LA",42.45
"Rapides, LA",41.94
"Red River, LA",44.7
"Richland, LA",43.57
"Sabine, LA",41.57
"St. Bernard, LA",42.06
"St. Charles, LA",42.3
"St. Helena, LA",44.07
"St. James, LA",44.2
"St. John the Baptist, LA",42.47
"St. Landry, LA",45.37
"St. Martin, LA",44.7
"St. Mary, LA",42.42
"St. Tammany, LA",38.23
"Tangipahoa, LA",42.6
"Tensas, LA",44.71
"Terrebonne, LA",44.32
"Union, LA",42.64
"Vermilion, LA",43.16
"Vernon, LA",43.36
"Washington, LA",44.91
"Webster, LA",43.6
"West Baton Rouge, LA",42.3
"West Carroll, LA",44.88
"West Feliciana, LA",45.29
"Winn, LA",43.81
"Androscoggin, ME",39.95
"Aroostook, ME",40.56
"Cumberland, ME",35.79
"Franklin, ME",39.56
"Hancock, ME",38.23
"Kennebec, ME",39.68
"Knox, ME",37.64
"Lincoln, ME",38.5
"Oxford, ME",39.83
"Penobscot, ME",39.62
"Piscataquis, ME",39.58
"Sagadahoc, ME",37.84
"Somerset, ME",41.81
"Waldo, ME",38.24
"Washington, ME",42.3
"York, ME",40.11
"Allegany, MD",44.1
"Anne Arundel, MD",39.66
"Baltimore, MD",38.35
"Calvert, MD",39.84
"Caroline, MD",41.78
"Carroll, MD",40.34
"Cecil, MD",41.65
"Charles, MD",41.21
"Dorchester, MD",43.28
"Frederick, MD",39.04
"Garrett, MD",43.3
"Harford, MD",38.22
"Howard, MD",36.07
"Kent, MD",40.82
"Montgomery, MD",34.69
"Prince George's, MD",38.14
"Queen Anne's, MD",40.14
"St. Mary's, MD",40.21
"Somerset, MD",46.07
"Talbot, MD",38.44
"Washington, MD",44.91
"Wicomico, MD",39.26
"Worcester, MD",40.97
"Baltimore, MD",43.32
"Barnstable, MA",38.16
"Berkshire, MA",39.91
"Bristol, MA",42.82
"Dukes, MA",37.14
"Essex, MA",40.6
"Franklin, MA",36.99
"Hampden, MA",39.99
"Hampshire, MA",37.36
"Middlesex, MA",36.98
"Nantucket, MA",35.27
"Norfolk, MA",35.26
"Plymouth, MA",38.82
"Suffolk, MA",40.01
"Worcester, MA",39.5
"Alcona, MI",42.42
"Alger, MI",41.66
"Allegan, MI",41.5
"Alpena, MI",42.72
"Antrim, MI",40.76
"Arenac, MI",44.55
"Baraga, MI",41.13
"Barry, MI",41.51
"Bay, MI",42.03
"Benzie, MI",40.41
"Berrien, MI",42.73
"Branch, MI",43.51
"Calhoun, MI",42.51
"Cass, MI",43.4
"Charlevoix, MI",40.16
"Cheboygan, MI",41.91
"Chippewa, MI",41.59
"Clare, MI",44.87
"Clinton, MI",39.75
"Crawford, MI",42.91
"Delta, MI",40.2
"Dickinson, MI",39.41
"Eaton, MI",41.03
"Emmet, MI",40.12
"Genesee, MI",42.31
"Gladwin, MI",43.31
"Gogebic, MI",41.43
"Grand Traverse, MI",38.85
"Gratiot, MI",41.39
"Hillsdale, MI",43.03
"Houghton, MI",40.58
"Huron, MI",41.73
"Ingham, MI",38.34
"Ionia, MI",42.94
"Iosco, MI",43.02
"Iron, MI",41.93
"Isabella, MI",42.38
"Jackson, MI",40.91
"Kalamazoo, MI",40.69
"Kalkaska, MI",43.26
"Kent, MI",38.51
"Keweenaw, MI",40.66
"Lake, MI",44.97
"Lapeer, MI",42.54
"Leelanau, MI",37.5
"Lenawee, MI",40.61
"Livingston, MI",38.98
"Luce, MI",42.97
"Mackinac, MI",41.07
"Macomb, MI",41.14
"Manistee, MI",41.3
"Marquette, MI",38.82
"Mason, MI",42.31
"Mecosta, MI",42.08
"Menominee, MI",42.55
"Midland, MI",37.66
"Missaukee, MI",43.11
"Monroe, MI",40.6
"Montcalm, MI",42.87
"Montmorency, MI",44.74
"Muskegon, MI",44.97
"Newaygo, MI",42.78
"Oakland, MI",36.41
"Oceana, MI",42.31
"Ogemaw, MI",43.96
"Ontonagon, MI",40.63
"Osceola, MI",42.54
"Oscoda, MI",43.98
"Otsego, MI",40.73
"Ottawa, MI",38.56
"Presque Isle, MI",41.98
"Roscommon, MI",44.6
"Saginaw, MI",42.16
"St. Clair, MI",42.04
"St. Joseph, MI",42.16
"Sanilac, MI",42.91
"Schoolcraft, MI",41.65
"Shiawassee, MI",41.95
"Tuscola, MI",41.83
"Van Buren, MI",40.24
"Washtenaw, MI",36.74
"Wayne, MI",43.26
"Wexford, MI",41.48
"Aitkin, MN",41.16
"Anoka, MN",39.02
"Becker, MN",40.08
"Beltrami, MN",39.47
"Benton, MN",40.71
"Big Stone, MN",39.89
"Blue Earth, MN",38.92
"Brown, MN",40.01
"Carlton, MN",40.31
"Carver, MN",34.3
"Cass, MN",38.96
"Chippewa, MN",40.88
"Chisago, MN",40.77
"Clay, MN",39.75
"Clearwater, MN",40.71
"Cook, MN",36.3
"Cottonwood, MN",39.28
"Crow Wing, MN",39.99
"Dakota, MN",35.6
"Dodge, MN",39.31
"Douglas, MN",39.37
"Faribault, MN",40.67
"Fillmore, MN",40.24
"Freeborn, MN",41.01
"Goodhue, MN",39.45
"Grant, MN",40.19
"Hennepin, MN",34.92
"Houston, MN",38.28
"Hubbard, MN",39.0
"Isanti, MN",39.77
"Itasca, MN",40.2
"Jackson, MN",39.95
"Kanabec, MN",40.53
"Kandiyohi, MN",39.1
"Kittson, MN",40.67
"Koochiching, MN",40.85
"Lac qui Parle, MN",40.5
"Lake, MN",39.21
"Lake of the Woods, MN",40.47
"Le Sueur, MN",39.65
"Lincoln, MN",39.1
"Lyon, MN",38.95
"McLeod, MN",38.69
"Mahnomen, MN",41.67
"Marshall, MN",41.15
"Martin, MN",39.49
"Meeker, MN",39.09
"Mille Lacs, MN",41.05
"Morrison, MN",40.86
"Mower, MN",39.7
"Murray, MN",40.86
"Nicollet, MN",37.1
"Nobles, MN",39.39
"Norman, MN",41.4
"Olmsted, MN",36.89
"Otter Tail, MN",40.55
"Pennington, MN",41.63
"Pine, MN",41.76
"Pipestone, MN",40.61
"Polk, MN",39.53
"Pope, MN",40.01
"Ramsey, MN",37.36
"Red Lake, MN",42.22
"Redwood, MN",40.49
"Renville, MN",39.96
"Rice, MN",38.96
"Rock, MN",39.02
"Roseau, MN",39.39
"St. Louis, MN",39.11
"Scott, MN",36.11
"Sherburne, MN",38.98
"Sibley, MN",40.58
"Stearns, MN",39.08
"Steele, MN",38.12
"Stevens, MN",39.77
"Swift, MN",40.09
"Todd, MN",41.18
"Traverse, MN",42.35
"Wabasha, MN",38.46
"Wadena, MN",41.37
"Waseca, MN",38.89
"Washington, MN",35.67
"Watonwan, MN",39.41
"Wilkin, MN",39.34
"Winona, MN",39.91
"Wright, MN",40.37
"Yellow Medicine, MN",39.8
"Adams, MS",43.02
"Alcorn, MS",43.23
"Amite, MS",44.85
"Attala, MS",44.68
"Benton, MS",44.64
"Bolivar, MS",44.04
"Calhoun, MS",44.08
"Carroll, MS",43.85
"Chickasaw, MS",45.72
"Choctaw, MS",44.92
"Claiborne, MS",46.15
"Clarke, MS",44.15
"Clay, MS",43.07
"Coahoma, MS",46.63
"Copiah, MS",44.7
"Covington, MS",46.97
"DeSoto, MS",42.08
"Forrest, MS",40.79
"Franklin, MS",44.48
"George, MS",44.66
"Greene, MS",44.64
"Grenada, MS",45.26
"Hancock, MS",42.94
"Harrison, MS",42.35
"Hinds, MS",41.99
"Holmes, MS",48.46
"Humphreys, MS",48.0
"Issaquena, MS",49.36
"Itawamba, MS",44.62
"Jackson, MS",42.18
"Jasper, MS",44.52
"Jefferson, MS",46.05
"Jefferson Davis, MS",45.05
"Jones, MS",44.51
"Kemper, MS",46.16
"Lafayette, MS",41.56
"Lamar, MS",41.49
"Lauderdale, MS",44.39
"Lawrence, MS",43.85
"Leake, MS",44.86
"Lee, MS",42.73
"Leflore, MS",46.72
"Lincoln, MS",45.7
"Lowndes, MS",42.42
"Madison, MS",36.56
"Marion, MS",44.38
"Marshall, MS",45.35
"Monroe, MS",44.9
"Montgomery, MS",44.47
"Neshoba, MS",43.89
"Newton, MS",44.74
"Noxubee, MS",46.59
"Oktibbeha, MS",42.04
"Panola, MS",45.35
"Pearl River, MS",44.35
"Perry, MS",46.32
"Pike, MS",44.22
"Pontotoc, MS",42.93
"Prentiss, MS",47.42
"Quitman, MS",47.75
"Rankin, MS",40.25
"Scott, MS",45.79
"Sharkey, MS",45.93
"Simpson, MS",45.17
"Smith, MS",45.67
"Stone, MS",44.6
"Sunflower, MS",45.77
"Tallahatchie, MS",46.94
"Tate, MS",43.29
"Tippah, MS",44.22
"Tishomingo, MS",44.09
"Tunica, MS",46.53
"Union, MS",43.47
"Walthall, MS",44.55
"Warren, MS",42.73
"Washington, MS",44.35
"Wayne, MS",46.11
"Webster, MS",43.95
"Wilkinson, MS",46.1
"Winston, MS",43.24
"Yalobusha, MS",44.81
"Yazoo, MS",45.09
"Adair, MO",40.38
"Andrew, MO",39.2
"Atchison, MO",40.73
"Audrain, MO",42.49
"Barry, MO",41.46
"Barton, MO",43.33
"Bates, MO",41.76
"Benton, MO",43.29
"Bollinger, MO",42.95
"Boone, MO",38.41
"Buchanan, MO",41.54
"Butler, MO",44.35
"Caldwell, MO",41.78
"Callaway, MO",42.45
"Camden, MO",41.18
"Cape Girardeau, MO",39.17
"Carroll, MO",40.9
"Carter, MO",44.35
"Cass, MO",40.52
"Cedar, MO",43.03
"Chariton, MO",43.0
"Christian, MO",39.38
"Clark, MO",41.68
"Clay, MO",38.33
"Clinton, MO",40.36
"Cole, MO",39.11
"Cooper, MO",42.02
"Crawford, MO",44.44
"Dade, MO",43.25
"Dallas, MO",43.29
"Daviess, MO",42.33
"DeKalb, MO",42.74
"Dent, MO",43.5
"Douglas, MO",43.39
"Dunklin, MO",44.97
"Franklin, MO",43.35
"Gasconade, MO",42.71
"Gentry, MO",42.43
"Greene, MO",40.15
"Grundy, MO",42.36
"Harrison, MO",43.05
"Henry, MO",42.01
"Hickory, MO",44.31
"Holt, MO",41.83
"Howard, MO",40.34
"Howell, MO",42.07
"Iron, MO",44.45
"Jackson, MO",40.25
"Jasper, MO",42.46
"Jefferson, MO",43.7
"Johnson, MO",39.41
"Knox, MO",42.74
"Laclede, MO",43.05
"Lafayette, MO",41.13
"Lawrence, MO",41.53
"Lewis, MO",42.8
"Lincoln, MO",42.63
"Linn, MO",41.82
"Livingston, MO",42.12
"McDonald, MO",43.38
"Macon, MO",41.57
"Madison, MO",44.9
"Maries, MO",42.8
"Marion, MO",41.58
"Mercer, MO",41.82
"Miller, MO",42.32
"Mississippi, MO",44.12
"Moniteau, MO",41.85
"Monroe, MO",42.77
"Montgomery, MO",43.45
"Morgan, MO",42.6
"New Madrid, MO",44.52
"Newton, MO",41.73
"Nodaway, MO",41.41
"Oregon, MO",44.31
"Osage, MO",42.61
"Ozark, MO",43.67
"Pemiscot, MO",45.26
"Perry, MO",41.76
"Pettis, MO",42.61
"Phelps, MO",41.74
"Pike, MO",43.0
"Platte, MO",37.43
"Polk, MO",42.67
"Pulaski, MO",40.26
"Putnam, MO",43.29
"Ralls, MO",41.33
"Randolph, MO",43.62
"Ray, MO",41.89
"Reynolds, MO",44.27
"Ripley, MO",45.55
"St. Charles, MO",38.66
"St. Clair, MO",43.13
"Ste. Genevieve, MO",44.62
"St. Francois, MO",44.67
"St. Louis, MO",37.41
"Saline, MO",40.84
"Schuyler, MO",42.37
"Scotland, MO",42.83
"Scott, MO",43.53
"Shannon, MO",45.33
"Shelby, MO",41.41
"Stoddard, MO",44.15
"Stone, MO",41.62
"Sullivan, MO",43.01
"Taney, MO",41.2
"Texas, MO",43.79
"Vernon, MO",42.78
"Warren, MO",42.53
"Washington, MO",45.42
"Wayne, MO",45.27
"Webster, MO",42.56
"Worth, MO",40.13
"Wright, MO",43.74
"St. Louis, MO",44.5
"Beaverhead, MT",37.97
"Big Horn, MT",38.58
"Blaine, MT",39.15
"Broadwater, MT",38.67
"Carbon, MT",36.85
"Carter, MT",42.6
"Cascade, MT",39.25
"Chouteau, MT",38.95
"Custer, MT",42.21
"Daniels, MT",41.64
"Dawson, MT",40.73
"Deer Lodge, MT",39.93
"Fallon, MT",38.07
"Fergus, MT",38.11
"Flathead, MT",38.76
"Gallatin, MT",34.36
"Garfield, MT",39.58
"Glacier, MT",39.05
"Golden Valley, MT",41.4
"Granite, MT",38.04
"Hill, MT",40.6
"Jefferson, MT",36.88
"Judith Basin, MT",39.06
"Lake, MT",35.73
"Lewis and Clark, MT",36.37
"Liberty, MT",41.93
"Lincoln, MT",39.48
"McCone, MT",42.21
"Madison, MT",35.74
"Meagher, MT",37.64
"Mineral, MT",39.91
"Missoula, MT",35.24
"Musselshell, MT",41.16
"Park, MT",37.42
"Petroleum, MT",40.21
"Phillips, MT",39.38
"Pondera, MT",38.17
"Powder River, MT",41.9
"Powell, MT",39.78
"Prairie, MT",39.57
"Ravalli, MT",40.5
"Richland, MT",40.81
"Roosevelt, MT",38.98
"Rosebud, MT",37.85
"Sanders, MT",38.83
"Sheridan, MT",39.51
"Silver Bow, MT",38.76
"Stillwater, MT",39.56
"Sweet Grass, MT",36.68
"Teton, MT",37.88
"Toole, MT",38.22
"Treasure, MT",39.76
"Valley, MT",41.57
"Wheatland, MT",42.3
"Wibaux, MT",41.39
"Yellowstone, MT",37.62
"Adams, NE",39.79
"Antelope, NE",40.75
"Arthur, NE",41.96
"Banner, NE",40.53
"Blaine, NE",43.27
