county_state,hd_deaths_per100k_over65
"Gilpin, CO",808.2
"Glacier, MT",1038.3
"Glades, FL",702.3
"Gladwin, MI",1323.1
"Glascock, GA",1208.7
"Glasscock, TX",1052.6
"Glenn, CA",1004.2
"Gloucester, NJ",1309.0
"Gloucester, VA",1016.8
"Glynn, GA",976.2
"Gogebic, MI",1231.9
"Golden Valley, MT",1067.7
"Golden Valley, ND",921.8
"Goliad, TX",1075.7
"Gonzales, TX",1057.3
"Goochland, VA",917.6
"Goodhue, MN",1000.7
"Gooding, ID",1069.1
"Gordon, GA",1332.5
"Goshen, WY",938.9
"Gosper, NE",1044.1
"Gove, KS",1039.6
"Grady, GA",1056.9
"Grady, OK",1307.8
"Grafton, NH",923.0
"Graham, AZ",881.3
"Graham, KS",1138.8
"Graham, NC",978.6
"Grainger, TN",1153.1
"Grand Forks, ND",1015.4
"Grand Isle, VT",804.0
"Grand Traverse, MI",1046.3
"Grand, CO",559.9
"Grand, UT",935.9
"Granite, MT",1024.0
"Grant, AR",1212.2
"Grant, IN",1164.4
"Grant, KS",1161.7
"Grant, KY",1198.3
"Grant, LA",1335.8
"Grant, MN",909.6
"Grant, ND",962.1
"Grant, NE",1065.0
"Grant, NM",993.2
"Grant, OK",1265.2
"Grant, OR",925.9
"Grant, SD",994.4
"Grant, WA",1005.6
"Grant, WI",1000.4
"Grant, WV",1079.4
"Granville, NC",896.0
"Gratiot, MI",1376.3
"Graves, KY",1100.0
"Gray, KS",864.2
"Gray, TX",1573.7
"Grays Harbor, WA",978.0
"Grayson, KY",1076.7
"Grayson, TX",1186.7
"Grayson, VA",785.4
"Greeley, KS",1132.7
"Greeley, NE",972.4
"Green Lake, WI",1344.1
"Green, KY",1345.5
"Green, WI",968.6
"Greenbrier, WV",1176.9
"Greene, AL",1316.5
"Greene, AR",1226.0
"Greene, GA",1030.3
"Greene, IA",1101.6
"Greene, IL",1231.9
"Greene, IN",1206.9
"Greene, MO",1164.5
"Greene, MS",1608.5
"Greene, NC",1131.6
"Greene, NY",1185.8
"Greene, OH",1063.5
"Greene, PA",1441.4
"Greene, TN",1354.8
"Greene, VA",1024.0
"Greenlee, AZ",982.7
"Greensville, VA",1707.2
"Greenup, KY",1202.1
"Greenville, SC",959.5
"Greenwood, KS",1229.1
"Greenwood, SC",950.7
"Greer, OK",1326.9
"Gregg, TX",1240.4
"Gregory, SD",1083.2
"Grenada, MS",1380.6
"Griggs, ND",1051.4
"Grimes, TX",1263.9
"Grundy, IA",1228.9
"Grundy, IL",1082.4
"Grundy, MO",1043.1
"Grundy, TN",1412.8
"Guadalupe, NM",1074.2
"Guadalupe, TX",1072.2
"Guernsey, OH",1461.2
"Guilford, NC",838.4
"Gulf, FL",1105.7
"Gunnison, CO",738.1
"Guthrie, IA",1031.8
"Gwinnett, GA",818.3
"Haakon, SD",955.9
"Habersham, GA",975.0
"Hale, AL",1417.4
"Hale, TX",1279.2
"Halifax, NC",1050.7
"Halifax, VA",1037.1
"Hall, GA",880.3
"Hall, NE",982.5
"Hall, TX",1252.2
"Hamblen, TN",1256.8
"Hamilton, FL",1214.7
"Hamilton, IA",1059.7
"Hamilton, IL",1213.2
"Hamilton, IN",913.5
"Hamilton, KS",1303.4
"Hamilton, NE",1001.5
"Hamilton, NY",1072.5
"Hamilton, OH",1086.0
"Hamilton, TN",1113.1
"Hamilton, TX",1115.1
"Hamlin, SD",933.2
"Hampden, MA",976.4
"Hampshire, MA",961.7
"Hampshire, WV",1030.6
"Hampton, SC",1080.5
"Hancock, GA",989.0
"Hancock, IA",1136.9
"Hancock, IL",1008.7
"Hancock, IN",989.6
"Hancock, KY",1235.5
"Hancock, ME",842.0
"Hancock, MS",1226.6
"Hancock, OH",1148.9
"Hancock, TN",1231.7
"Hancock, WV",1426.7
"Hand, SD",941.0
"Hanover, VA",942.2
"Hansford, TX",1486.5
"Hanson, SD",1003.0
"Haralson, GA",1471.4
"Hardee, FL",861.1
"Hardeman, TN",1446.6
"Hardeman, TX",1151.0
"Hardin, IA",1201.6
"Hardin, IL",1305.5
"Hardin, KY",952.5
"Hardin, OH",1295.0
"Hardin, TN",1692.4
"Hardin, TX",1397.1
"Harding, NM",747.1
"Harding, SD",1109.2
"Hardy, WV",993.6
"Harford, MD",1082.0
"Harlan, KY",1577.4
"Harlan, NE",998.7
"Harmon, OK",1290.7
"Harnett, NC",1032.8
"Harney, OR",992.3
"Harper, KS",1015.4
"Harper, OK",1285.7
"Harris, GA",1021.7
"Harris, TX",983.8
"Harrison, IA",931.6
"Harrison, IN",998.1
"Harrison, KY",1299.2
"Harrison, MO",1210.5
"Harrison, MS",1538.8
"Harrison, OH",1430.6
"Harrison, TX",1046.0
"Harrison, WV",1237.6
"Hart, GA",1031.5
"Hart, KY",1221.3
"Hartford, CT",954.1
"Hartley, TX",1141.7
"Harvey, KS",1045.2
"Haskell, KS",967.2
"Haskell, OK",1823.9
"Haskell, TX",1223.4
"Hawaii, HI",834.0
"Hawkins, TN",1303.0
"Hayes, NE",784.2
"Hays, TX",861.5
"Haywood, NC",922.4
"Haywood, TN",1302.5
"Heard, GA",1119.2
"Hemphill, TX",1377.1
"Hempstead, AR",1365.1
"Henderson, IL",1159.5
"Henderson, KY",1113.5
"Henderson, NC",899.5
"Henderson, TN",1449.9
"Henderson, TX",1499.1
"Hendricks, IN",1097.6
"Hendry, FL",1040.6
"Hennepin, MN",655.3
"Henrico, VA",951.6
"Henry, AL",1211.0
"Henry, GA",1112.7
"Henry, IA",1129.2
"Henry, IL",1196.1
"Henry, IN",1126.3
"Henry, KY",1094.6
"Henry, MO",1584.0
"Henry, OH",1277.4
"Henry, TN",1527.1
"Henry, VA",976.7
"Herkimer, NY",1171.0
"Hernando, FL",1050.2
"Hertford, NC",923.4
"Hettinger, ND",894.3
"Hickman, KY",1265.8
"Hickman, TN",1164.8
"Hickory, MO",928.2
"Hidalgo, NM",1157.1
"Hidalgo, TX",866.1
"Highland, OH",1226.2
"Highland, VA",938.3
"Highlands, FL",777.2
"Hill, MT",1344.4
"Hill, TX",1141.5
"Hillsborough, FL",1004.2
"Hillsborough, NH",975.5
"Hillsdale, MI",1306.2
"Hinds, MS",1182.9
"Hinsdale, CO",825.8
"Hitchcock, NE",938.2
"Hocking, OH",1267.0
"Hockley, TX",1236.5
"Hodgeman, KS",1081.4
"Hoke, NC",1143.6
"Holmes, FL",1481.7
"Holmes, MS",1250.6
"Holmes, OH",1187.8
"Holt, MO",995.2
"Holt, NE",1111.4
"Honolulu, HI",718.0
"Hood River, OR",931.4
"Hood, TX",983.2
"Hooker, NE",915.7
"Hopkins, KY",1452.9
"Hopkins, TX",1429.3
"Horry, SC",984.6
"Hot Spring, AR",1281.7
"Hot Springs, WY",979.5
"Houghton, MI",1198.4
"Houston, AL",1189.0
"Houston, GA",1278.4
"Houston, MN",983.4
"Houston, TN",1513.5
"Houston, TX",1161.4
"Howard, AR",1912.8
"Howard, IA",2008.0
"Howard, IN",1321.2
"Howard, MD",780.9
"Howard, MO",1222.9
"Howard, NE",961.7
"Howard, TX",1773.8
"Howell, MO",1158.8
"Hubbard, MN",727.4
"Hudson, NJ",917.5
"Hudspeth, TX",900.9
"Huerfano, CO",814.4
"Hughes, OK",1734.7
"Hughes, SD",795.2
"Humboldt, CA",976.5
"Humboldt, IA",1348.5
"Humboldt, NV",1184.1
"Humphreys, MS",1627.7
"Humphreys, TN",1606.5
"Hunt, TX",1355.6
"Hunterdon, NJ",875.3
"Huntingdon, PA",1070.2
"Huntington, IN",1136.3
"Huron, MI",1421.7
"Huron, OH",1219.6
"Hutchinson, SD",1000.5
"Hutchinson, TX",1814.5
"Hyde, NC",1026.0
"Hyde, SD",869.0
"Iberia, LA",1481.2
"Iberville, LA",975.9
"Ida, IA",1076.2
"Idaho, ID",866.7
"Imperial, CA",804.7
"Independence, AR",1531.9
"Indian River, FL",839.6
"Indiana, PA",1119.9
"Ingham, MI",983.8
"Inyo, CA",1087.5
"Ionia, MI",1132.2
"Iosco, MI",1493.8
"Iowa, IA",1072.6
"Iowa, WI",896.2
"Iredell, NC",963.6
"Irion, TX",1035.3
"Iron, MI",1202.8
"Iron, MO",1691.4
"Iron, UT",812.4
"Iron, WI",1206.8
"Iroquois, IL",1257.3
"Irwin, GA",1336.9
"Isabella, MI",1172.9
"Isanti, MN",853.7
"Island, WA",846.2
"Isle of Wight, VA",1011.2
"Issaquena, MS",1173.9
"Itasca, MN",844.1
"Itawamba, MS",1483.3
"Izard, AR",1256.3
"Jack, TX",1314.0
"Jackson, AL",1472.8
"Jackson, AR",1401.3
"Jackson, CO",730.5
"Jackson, FL",1106.8
"Jackson, GA",1127.3
"Jackson, IA",1064.9
"Jackson, IL",970.3
"Jackson, IN",1078.5
"Jackson, KS",1260.9
"Jackson, KY",1704.6
"Jackson, LA",1207.4
"Jackson, MI",1395.9
"Jackson, MN",1007.7
"Jackson, MO",1020.6
"Jackson, MS",1193.9
"Jackson, NC",913.0
"Jackson, OH",1500.7
"Jackson, OK",1310.2
"Jackson, OR",822.5
"Jackson, SD",1084.1
"Jackson, TN",1317.2
"Jackson, TX",1234.2
"Jackson, WI",974.7
"Jackson, WV",1165.2
"James City, VA",737.9
"Jasper, GA",1106.7
"Jasper, IA",949.5
"Jasper, IL",1181.9
"Jasper, IN",1245.3
"Jasper, MO",1261.1
"Jasper, MS",1291.2
"Jasper, SC",820.0
"Jasper, TX",1517.3
"Jay, IN",1090.3
"Jeff Davis, GA",1422.1
"Jeff Davis, TX",796.5
"Jefferson Davis, LA",1514.2
"Jefferson Davis, MS",1233.2
"Jefferson, AL",1151.3
"Jefferson, AR",1344.7
"Jefferson, FL",937.0
"Jefferson, GA",1412.2
"Jefferson, IA",1216.9
"Jefferson, ID",1173.0
"Jefferson, IL",1348.9
"Jefferson, IN",1296.9
"Jefferson, KS",996.8
"Jefferson, KY",997.2
"Jefferson, LA",1077.4
"Jefferson, MO",1294.0
"Jefferson, MS",1364.3
"Jefferson, MT",1005.1
"Jefferson, NE",1120.3
"Jefferson, NY",1240.2
"Jefferson, OH",1511.7
"Jefferson, OK",1525.9
"Jefferson, OR",949.6
"Jefferson, PA",1128.8
"Jefferson, TN",1165.9
"Jefferson, TX",1387.5
"Jefferson, WA",838.3
"Jefferson, WI",1100.0
"Jefferson, WV",1051.2
"Jenkins, GA",1142.9
"Jennings, IN",1138.4
"Jerauld, SD",1040.7
"Jerome, ID",1072.2
"Jersey, IL",1351.4
"Jessamine, KY",886.1
"Jewell, KS",954.5
"Jim Hogg, TX",967.6
"Jim Wells, TX",1517.8
"Jo Daviess, IL",975.8
"Johnson, AR",1345.1
"Johnson, GA",1196.5
"Johnson, IA",890.6
"Johnson, IL",959.3
"Johnson, IN",1122.4
"Johnson, KS",875.2
"Johnson, KY",1162.4
"Johnson, MO",1347.9
"Johnson, NE",930.6
"Johnson, TN",1230.4
"Johnson, TX",1183.8
"Johnson, WY",1047.2
"Johnston, NC",1054.7
"Johnston, OK",1335.8
"Jones, GA",991.8
"Jones, IA",1000.8
"Jones, MS",1369.8
"Jones, NC",1087.3
"Jones, SD",923.2
"Jones, TX",1265.9
"Josephine, OR",873.2
"Juab, UT",1068.5
"Judith Basin, MT",925.0
"Juneau, WI",983.1
"Juniata, PA",1153.5
"Kalamazoo, MI",1058.3
"Kalkaska, MI",1404.4
"Kanabec, MN",921.0
"Kanawha, WV",1101.7
"Kandiyohi, MN",757.0
"Kane, IL",873.6
"Kane, UT",1057.4
"Kankakee, IL",1273.9
"Karnes, TX",1512.0
"Kauai, HI",748.3
"Kaufman, TX",1419.2
"Kay, OK",1337.3
"Kearney, NE",1001.3
"Kearny, KS",910.6
"Keith, NE",633.4
"Kemper, MS",1111.5
"Kendall, IL",843.9
"Kendall, TX",1011.2
"Kenedy, TX",904.6
"Kennebec, ME",938.6
"Kenosha, WI",1118.2
"Kent, DE",1079.0
"Kent, MD",1149.7
"Kent, MI",1106.6
"Kent, RI",1161.1
"Kent, TX",981.2
"Kenton, KY",1025.5
"Keokuk, IA",1110.1
"Kern, CA",1204.8
"Kerr, TX",926.4
"Kershaw, SC",939.9
"Kewaunee, WI",968.7
"Keweenaw, MI",1111.0
"Keya Paha, NE",975.3
"Kidder, ND",833.3
"Kimball, NE",910.4
"Kimble, TX",1135.3
"King George, VA",1075.5
"King William, VA",1122.2
"King and Queen, VA",1151.4
"King, TX",1061.8
"King, WA",780.5
"Kingfisher, OK",1223.3
"Kingman, KS",1405.0
"Kings, CA",1064.3
"Kings, NY",1271.4
"Kingsbury, SD",1020.6
"Kinney, TX",947.6
"Kiowa, CO",1126.3
"Kiowa, KS",1176.7
"Kiowa, OK",1623.3
"Kit Carson, CO",782.2
"Kitsap, WA",942.8
"Kittitas, WA",838.2
"Kittson, MN",929.1
"Klamath, OR",936.3
"Kleberg, TX",1400.7
"Klickitat, WA",670.7
"Knott, KY",1317.2
"Knox, IL",1169.8
"Knox, IN",1125.7
"Knox, KY",1367.5
"Knox, ME",1048.5
"Knox, MO",1214.2
"Knox, NE",1031.2
"Knox, OH",1172.4
"Knox, TN",1042.1
"Knox, TX",1098.1
"Koochiching, MN",829.3
"Kootenai, ID",1005.4
"Kosciusko, IN",1120.9
"Kossuth, IA",1278.2
"La Crosse, WI",904.1
"La Paz, AZ",994.2
"La Plata, CO",892.2
"La Salle, LA",1152.2
"La Salle, TX",992.9
"LaGrange, IN",1134.5
"LaMoure, ND",758.7
"LaPorte, IN",1350.7
"LaSalle, IL",1200.9
"Labette, KS",1354.9
"Lac qui Parle, MN",935.9
"Lackawanna, PA",1401.8
"Laclede, MO",1332.0
"Lafayette, AR",1231.8
"Lafayette, FL",1111.6
"Lafayette, LA",1253.0
"Lafayette, MO",1129.6
"Lafayette, MS",1457.7
"Lafayette, WI",924.8
"Lafourche, LA",1229.0
"Lake of the Woods, MN",1039.6
"Lake, CA",942.9
"Lake, CO",465.7
"Lake, FL",931.3
"Lake, IL",857.8
"Lake, IN",1194.1
"Lake, MI",1096.0
"Lake, MN",695.4
"Lake, MT",939.7
"Lake, OH",1160.3
"Lake, OR",951.5
"Lake, SD",1116.4
"Lake, TN",1736.2
"Lamar, AL",1255.0
"Lamar, GA",1145.1
"Lamar, MS",1187.3
"Lamar, TX",1329.3
"Lamb, TX",1271.3
"Lamoille, VT",912.3
"Lampasas, TX",1004.8
"Lancaster, NE",913.1
"Lancaster, PA",978.9
"Lancaster, SC",945.8
"Lancaster, VA",1148.7
"Lander, NV",1246.3
"Lane, KS",847.8
"Lane, OR",889.3
"Langlade, WI",1116.9
"Lanier, GA",1074.3
"Lapeer, MI",1357.2
"Laramie, WY",907.1
"Larimer, CO",772.9
"Larue, KY",1090.4
"Las Animas, CO",843.2
"Lassen, CA",1113.6
"Latah, ID",715.8
"Latimer, OK",1478.2
"Lauderdale, AL",1134.5
"Lauderdale, MS",1386.3
"Lauderdale, TN",1767.5
"Laurel, KY",1302.8
"Laurens, GA",1237.3
"Laurens, SC",1020.6
"Lavaca, TX",1135.2
"Lawrence, AL",1395.8
"Lawrence, AR",1359.6
"Lawrence, IL",1061.7
"Lawrence, IN",1013.3
"Lawrence, KY",1317.5
"Lawrence, MO",1294.3
"Lawrence, MS",1807.8
"Lawrence, OH",1281.3
"Lawrence, PA",1293.6
"Lawrence, SD",773.1
"Lawrence, TN",1313.2
"Le Flore, OK",1569.5
"Le Sueur, MN",870.5
"Lea, NM",1379.3
"Leake, MS",1176.1
"Leavenworth, KS",1073.4
"Lebanon, PA",1162.8
"Lee, AL",1040.7
"Lee, AR",1052.3
"Lee, FL",659.8
"Lee, GA",1205.3
"Lee, IA",1207.1
"Lee, IL",1139.3
"Lee, KY",1692.7
"Lee, MS",1098.5
"Lee, NC",972.5
"Lee, SC",1467.3
"Lee, TX",1096.0
"Lee, VA",1155.1
"Leelanau, MI",925.8
"Leflore, MS",1590.5
"Lehigh, PA",991.0
"Lemhi, ID",905.5
"Lenawee, MI",1394.8
"Lenoir, NC",1246.4
"Leon, FL",901.5
"Leon, TX",1192.7
"Leslie, KY",1612.7
"Letcher, KY",1380.3
"Levy, FL",1076.4
"Lewis and Clark, MT",981.4
"Lewis, ID",977.7
"Lewis, KY",1428.2
"Lewis, MO",1317.2
"Lewis, NY",1199.3
"Lewis, TN",1149.3
"Lewis, WA",1235.1
"Lewis, WV",1400.4
"Lexington, SC",991.2
"Liberty, FL",1001.3
"Liberty, GA",1001.8
"Liberty, MT",884.9
"Liberty, TX",1589.4
"Licking, OH",1115.4
"Limestone, AL",1353.6
"Limestone, TX",1212.6
"Lincoln, AR",1426.6
"Lincoln, CO",844.4
"Lincoln, GA",932.9
"Lincoln, ID",1111.5
"Lincoln, KS",937.6
"Lincoln, KY",1138.8
"Lincoln, LA",923.8
"Lincoln, ME",951.0
"Lincoln, MN",952.5
"Lincoln, MO",1069.2
"Lincoln, MS",1450.8
"Lincoln, MT",920.8
"Lincoln, NC",1010.7
"Lincoln, NE",794.5
"Lincoln, NM",911.4
"Lincoln, NV",979.1
"Lincoln, OK",1352.8
"Lincoln, OR",892.3
"Lincoln, SD",824.0
"Lincoln, TN",1511.1
"Lincoln, WA",950.2
"Lincoln, WI",1075.5
"Lincoln, WV",1111.3
"Lincoln, WY",917.8
"Linn, IA",920.3
"Linn, KS",998.9
"Linn, MO",1306.2
"Linn, OR",1009.4
"Lipscomb, TX",1340.3
"Litchfield, CT",947.6
"Little River, AR",1330.8
"Live Oak, TX",1121.6
"Livingston, IL",1190.9
"Livingston, KY",1112.0
"Livingston, LA",1262.8
"Livingston, MI",1274.3
"Livingston, MO",957.5
"Livingston, NY",929.6
"Llano, TX",792.4
"Logan, AR",1360.7
"Logan, CO",887.9
"Logan, IL",1038.4
"Logan, KS",915.7
"Logan, KY",1193.6
"Logan, ND",791.0
"Logan, NE",908.0
"Logan, OH",1272.9
"Logan, OK",1199.2
"Logan, WV",1372.7
"Long, GA",1004.3
"Lonoke, AR",1085.5
"Lorain, OH",984.5
"Los Alamos, NM",761.4
"Los Angeles, CA",952.9
"Loudon, TN",894.5
"Loudoun, VA",717.6
"Louisa, IA",1024.0
"Louisa, VA",1127.6
"Loup, NE",1281.5
"Love, OK",1123.6
"Loving, TX",
"Lowndes, AL",1266.4
"Lowndes, GA",1165.3
"Lowndes, MS",1200.1
"Lubbock, TX",1295.2
"Lucas, IA",1245.8
"Lucas, OH",1329.8
"Luce, MI",1090.0
"Lumpkin, GA",973.9
"Luna, NM",1229.1
"Lunenburg, VA",1192.7
"Luzerne, PA",1354.1
"Lycoming, PA",1049.9
"Lyman, SD",920.4
"Lynn, TX",1243.7
"Lyon, IA",912.4
"Lyon, KS",1180.4
"Lyon, KY",1020.9
"Lyon, MN",782.5
"Lyon, NV",1153.3
"Mackinac, MI",1111.0
"Macomb, MI",1285.6
"Macon, AL",1435.7
"Macon, GA",1320.5
"Macon, IL",986.3
"Macon, MO",1201.7
"Macon, NC",807.9
"Macon, TN",1380.7
"Macoupin, IL",1228.3
"Madera, CA",947.4
"Madison, AL",1235.4
"Madison, AR",1830.6
"Madison, FL",1159.3
"Madison, GA",1101.0
"Madison, IA",991.4
"Madison, ID",1639.6
"Madison, IL",1253.5
"Madison, IN",1035.5
"Madison, KY",1126.9
"Madison, LA",2035.0
"Madison, MO",1313.5
"Madison, MS",1408.0
"Madison, MT",754.1
"Madison, NC",1095.5
"Madison, NE",1081.8
"Madison, NY",881.9
"Madison, OH",1138.5
"Madison, TN",1176.6
"Madison, TX",1196.6
"Madison, VA",905.7
"Magoffin, KY",1371.0
"Mahaska, IA",1208.9
"Mahnomen, MN",900.2
"Mahoning, OH",1415.8
"Major, OK",1329.2
"Malheur, OR",1195.2
"Manatee, FL",774.5
"Manistee, MI",1021.2
"Manitowoc, WI",1076.7
"Marathon, WI",1050.3
"Marengo, AL",1602.1
"Maricopa, AZ",866.7
"Maries, MO",1136.2
"Marin, CA",624.8
"Marinette, WI",1309.0
"Marion, AL",1477.3
"Marion, AR",1306.4
"Marion, FL",1229.8
"Marion, GA",1337.6
"Marion, IA",1221.0
"Marion, IL",1401.8
"Marion, IN",1085.0
"Marion, KS",1074.4
"Marion, KY",1118.2
"Marion, MO",1200.8
"Marion, MS",1304.7
"Marion, OH",1265.8
"Marion, OR",856.0
"Marion, SC",1292.0
"Marion, TN",1351.1
"Marion, TX",1079.1
"Marion, WV",1674.8
"Mariposa, CA",1008.1
"Marlboro, SC",1560.8
"Marquette, MI",1105.8
"Marquette, WI",930.1
"Marshall, AL",1396.4
"Marshall, IA",1369.3
"Marshall, IL",1172.5
"Marshall, IN",1182.7
"Marshall, KS",945.5
"Marshall, KY",1139.8
"Marshall, MN",880.3
"Marshall, MS",1170.0
"Marshall, OK",1144.4
"Marshall, SD",917.4
"Marshall, TN",1431.8
"Marshall, WV",1196.8
"Martin, FL",734.1
"Martin, IN",1114.3
"Martin, KY",1187.3
"Martin, MN",987.9
"Martin, NC",1069.0
"Martin, TX",1175.5
"Mason, IL",1041.3
"Mason, KY",1349.0
"Mason, MI",1068.6
"Mason, TX",689.0
"Mason, WA",949.4
"Mason, WV",1111.1
"Massac, IL",1068.9
"Matagorda, TX",1272.3
"Mathews, VA",954.8
"Maury, TN",1156.1
"Maverick, TX",964.1
"Mayes, OK",1592.6
"McClain, OK",1263.5
"McCone, MT",1059.4
"McCook, SD",1105.6
"McCormick, SC",845.9
"McCracken, KY",1087.7
"McCreary, KY",1437.1
"McCulloch, TX",1363.4
"McCurtain, OK",1517.1
"McDonald, MO",1248.4
"McDonough, IL",1129.3
"McDowell, NC",992.1
"McDowell, WV",1246.5
"McDuffie, GA",1151.5
"McHenry, IL",995.9
"McHenry, ND",957.9
"McIntosh, GA",741.0
"McIntosh, ND",1162.2
"McIntosh, OK",1611.0
"McKean, PA",1300.7
"McKenzie, ND",1032.5
"McKinley, NM",893.2
"McLean, IL",1050.6
"McLean, KY",1196.4
"McLean, ND",1080.5
"McLennan, TX",1062.6
"McLeod, MN",891.6
"McMinn, TN",1293.6
"McMullen, TX",996.7
"McNairy, TN",1651.0
"McPherson, KS",1004.7
"McPherson, NE",733.7
"McPherson, SD",906.6
"Meade, KS",1186.5
"Meade, KY",1081.9
"Meade, SD",908.6
"Meagher, MT",980.2
"Mecklenburg, NC",796.4
"Mecklenburg, VA",1058.4
"Mecosta, MI",1234.4
"Medina, OH",1044.2
"Medina, TX",1164.8
"Meeker, MN",952.2
"Meigs, OH",1168.2
"Meigs, TN",1364.2
"Mellette, SD",1119.2
"Menard, IL",973.7
"Menard, TX",1149.5
"Mendocino, CA",933.3
"Menifee, KY",933.3
"Menominee, MI",1244.4
"Menominee, WI",1060.4
"Merced, CA",1013.1
"Mercer, IL",1152.2
"Mercer, KY",1267.8
"Mercer, MO",1103.0
"Mercer, ND",931.1
"Mercer, NJ",1025.7
"Mercer, OH",1741.8
"Mercer, PA",1292.7
"Mercer, WV",1227.4
"Meriwether, GA",1451.1
"Merrick, NE",980.4
"Merrimack, NH",978.5
"Mesa, CO",1076.0
"Metcalfe, KY",1379.0
"Miami, IN",1228.1
"Miami, KS",986.1
"Miami, OH",1131.6
"Miami-Dade, FL",947.5
"Middlesex, CT",946.4
"Middlesex, MA",820.1
"Middlesex, NJ",1012.6
"Middlesex, VA",896.7
"Midland, MI",962.1
"Midland, TX",1083.5
"Mifflin, PA",1047.7
"Milam, TX",976.6
"Millard, UT",846.8
"Mille Lacs, MN",902.7
"Miller, AR",1278.8
"Miller, GA",1289.8
"Miller, MO",1093.0
"Mills, IA",915.5
"Mills, TX",1083.8
"Milwaukee, WI",1144.7
"Miner, SD",1025.7
"Mineral, CO",737.4
"Mineral, MT",978.4
"Mineral, NV",1026.5
"Mineral, WV",1229.3
"Mingo, WV",1459.2
"Minidoka, ID",1110.6
"Minnehaha, SD",1117.4
"Missaukee, MI",1118.0
"Mississippi, AR",1730.9
"Mississippi, MO",1535.7
"Missoula, MT",970.6
"Mitchell, GA",1127.4
"Mitchell, IA",1543.7
"Mitchell, KS",1243.4
"Mitchell, NC",1185.9
"Mitchell, TX",1290.6
"Mobile, AL",1319.6
"Modoc, CA",1091.4
"Moffat, CO",908.7
"Mohave, AZ",1187.9
"Moniteau, MO",1029.7
"Monmouth, NJ",1070.1
"Mono, CA",789.4
"Monona, IA",1419.4
"Monongalia, WV",1156.3
"Monroe, AL",1153.3
"Monroe, AR",1714.9
"Monroe, FL",777.6
"Monroe, GA",1106.9
"Monroe, IA",1230.2
"Monroe, IL",1105.8
"Monroe, IN",958.8
"Monroe, KY",1637.8
"Monroe, MI",1266.5
"Monroe, MO",1113.3
"Monroe, MS",1139.8
"Monroe, NY",874.7
"Monroe, OH",1068.5
"Monroe, PA",1185.0
"Monroe, TN",1139.3
"Monroe, WI",990.4
"Monroe, WV",1144.1
"Montague, TX",1230.1
"Montcalm, MI",1139.8
"Monterey, CA",732.5
"Montezuma, CO",867.1
"Montgomery, AL",1025.0
"Montgomery, AR",1247.0
"Montgomery, GA",1382.7
"Montgomery, IA",1384.0
"Montgomery, IL",1070.5
"Montgomery, IN",1478.6
"Montgomery, KS",1566.9
"Montgomery, KY",1482.5
"Montgomery, MD",658.8
"Montgomery, MO",1369.8
"Montgomery, MS",1366.4
"Montgomery, NC",1090.2
"Montgomery, NY",1130.3
"Montgomery, OH",1046.2
"Montgomery, PA",1003.7
"Montgomery, TN",1196.4
"Montgomery, TX",1105.5
"Montgomery, VA",917.7
"Montmorency, MI",1496.9
"Montour, PA",840.9
"Montrose, CO",942.2
"Moody, SD",1088.0
"Moore, NC",732.4
"Moore, TN",1453.1
"Moore, TX",1328.3
"Mora, NM",696.7
"Morehouse, LA",1628.5
"Morgan, AL",1457.6
"Morgan, CO",843.0
"Morgan, GA",1121.7
"Morgan, IL",1563.8
"Morgan, IN",1222.5
"Morgan, KY",955.8
"Morgan, MO",1113.9
"Morgan, OH",1025.6
"Morgan, TN",1063.4
"Morgan, UT",1063.3
"Morgan, WV",1110.9
"Morrill, NE",1075.7
"Morris, KS",1143.6
"Morris, NJ",982.3
"Morris, TX",1336.3
"Morrison, MN",717.5
"Morrow, OH",1151.8
"Morrow, OR",858.1
"Morton, KS",1272.5
"Morton, ND",895.4
"Motley, TX",1182.1
"Moultrie, IL",1022.9
"Mountrail, ND",1474.3
"Mower, MN",1001.3
"Muhlenberg, KY",1440.6
"Multnomah, OR",872.0
"Murray, GA",1210.0
"Murray, MN",801.9
"Murray, OK",1425.0
"Muscatine, IA",1034.4
"Muscogee, GA",1372.9
"Muskegon, MI",1021.6
"Muskingum, OH",1137.6
"Muskogee, OK",1914.4
"Musselshell, MT",1089.9
"Nacogdoches, TX",1143.9
"Nance, NE",1117.2
"Nantucket, MA",866.2
"Napa, CA",872.4
"Nash, NC",1141.3
"Nassau, FL",943.3
"Nassau, NY",1270.5
"Natchitoches, LA",1238.1
"Natrona, WY",961.1
"Navajo, AZ",885.5
"Navarro, TX",1235.2
"Nelson, KY",1015.1
"Nelson, ND",1051.6
"Nelson, VA",993.4
"Nemaha, KS",909.7
"Nemaha, NE",981.3
"Neosho, KS",1278.2
"Neshoba, MS",2051.2
"Ness, KS",1016.1
"Nevada, AR",1361.8
"Nevada, CA",886.9
"New Castle, DE",945.4
"New Hanover, NC",895.2
"New Haven, CT",947.0
"New Kent, VA",1104.1
"New London, CT",929.0
"New Madrid, MO",1398.9
"New York, NY",882.2
"Newaygo, MI",1096.1
"Newberry, SC",994.9
"Newport, RI",851.1
"Newton, AR",1761.4
"Newton, GA",1128.8
"Newton, IN",1227.3
"Newton, MO",1335.0
"Newton, MS",1337.9
"Newton, TX",1547.7
"Nez Perce, ID",1038.1
"Niagara, NY",1303.0
"Nicholas, KY",1398.1
"Nicholas, WV",1119.3
