county_state,2012 Both Sexes,cig_total_mean,cig_daily_mean,deaths-per-100k
"Taylor, TX",49.1,20.78,14.89,1258.4
"Taylor, WI",66.1,24.13,18.33,1134.1
"Taylor, WV",39.0,26.54,22.12,1190.1
"Tazewell, IL",57.3,21.56,16.57,1034.8
"Tazewell, VA",31.6,26.42,20.78,1243.8
"Tehama, CA",57.1,23.92,17.48,1105.9
"Telfair, GA",33.7,25.59,17.8,800.6
"Teller, CO",65.6,23.17,16.52,835.1
"Tensas, LA",36.1,28.28,19.62,1443.3
"Terrebonne, LA",53.8,28.38,22.43,1241.2
"Terrell, GA",36.0,27.78,19.69,1016.6
"Terrell, TX",43.7,19.1,12.71,840.8
"Terry, TX",41.3,23.24,15.81,1354.1
"Teton, ID",47.9,14.2,9.39,759.5
"Teton, MT",58.2,19.41,14.06,964.7
"Teton, WY",74.9,13.25,8.08,636.5
"Texas, MO",36.6,28.49,22.56,1290.9
"Texas, OK",45.5,21.04,14.25,1755.7
"Thayer, NE",56.4,21.9,16.35,1162.0
"Thomas, GA",43.6,24.53,17.24,1015.1
"Thomas, KS",56.6,21.14,15.54,997.9
"Thomas, NE",53.8,19.94,14.53,890.4
"Throckmorton, TX",40.0,22.01,15.95,1237.8
"Thurston, NE",36.8,30.18,20.75,1342.6
"Thurston, WA",61.5,18.97,13.23,871.8
"Tift, GA",38.2,25.34,17.47,1394.5
"Tillamook, OR",61.9,22.21,16.15,866.9
"Tillman, OK",34.8,25.28,18.63,1322.5
"Tioga, NY",60.6,19.43,14.18,1010.3
"Tioga, PA",56.3,22.48,17.58,1103.4
"Tippah, MS",29.9,28.1,21.84,1462.0
"Tippecanoe, IN",53.8,18.09,13.09,989.3
"Tipton, IN",50.3,24.84,19.46,1060.3
"Tipton, TN",38.2,25.73,19.67,1406.1
"Tishomingo, MS",31.5,27.1,20.62,1893.0
"Titus, TX",39.6,22.23,14.99,1296.3
"Todd, KY",27.5,30.88,24.68,1264.6
"Todd, MN",62.2,21.91,16.27,740.8
"Todd, SD",32.7,34.36,22.59,1133.1
"Tolland, CT",69.1,16.22,11.64,1028.9
"Tom Green, TX",49.9,20.65,14.26,1082.9
"Tompkins, NY",66.2,12.93,8.06,891.6
"Tooele, UT",28.1,15.57,11.17,1132.4
"Toole, MT",66.8,25.24,19.17,1192.3
"Toombs, GA",34.5,23.67,16.97,1323.0
"Torrance, NM",43.3,26.48,18.17,898.8
"Towner, ND",63.8,21.49,15.72,936.7
"Towns, GA",43.5,22.54,16.73,955.3
"Traill, ND",68.8,19.21,13.88,928.5
"Transylvania, NC",49.2,21.56,14.92,782.0
"Traverse, MN",62.5,20.91,15.23,1111.5
"Travis, TX",64.4,14.94,9.22,763.6
"Treasure, MT",61.6,21.0,15.05,1071.6
"Trego, KS",53.3,21.69,16.03,1137.7
"Trempealeau, WI",66.4,22.58,16.95,1078.0
"Treutlen, GA",34.1,28.14,21.02,1274.4
"Trigg, KY",38.6,27.23,21.61,1247.6
"Trimble, KY",35.3,26.11,20.44,1267.5
"Trinity, CA",61.8,23.47,16.13,1059.4
"Trinity, TX",39.5,27.58,20.42,1257.6
"Tripp, SD",62.9,23.6,17.39,995.1
"Troup, GA",44.9,24.66,17.95,1409.2
"Trousdale, TN",35.8,28.13,21.6,1004.3
"Trumbull, OH",54.6,28.56,22.3,1308.0
"Tucker, WV",37.0,26.24,20.82,1225.3
"Tulare, CA",45.5,16.76,11.38,1182.8
"Tulsa, OK",51.3,23.91,16.64,1496.5
"Tunica, MS",41.1,25.74,17.16,2034.9
"Tuolumne, CA",58.3,22.31,16.63,937.3
"Turner, GA",33.2,27.68,20.01,1583.3
"Turner, SD",61.3,20.72,15.1,1052.2
"Tuscaloosa, AL",46.4,22.4,16.12,1323.8
"Tuscarawas, OH",51.1,26.23,20.11,1240.7
"Tuscola, MI",53.5,26.56,19.95,1328.3
"Twiggs, GA",32.2,26.37,19.03,1370.6
"Twin Falls, ID",47.9,23.49,18.19,1084.8
"Tyler, TX",37.3,27.23,19.84,1501.3
"Tyler, WV",31.1,29.52,23.88,1176.9
"Tyrrell, NC",37.5,27.26,19.5,1134.2
"Uinta, WY",37.7,21.38,16.12,1148.5
"Uintah, UT",28.0,20.98,16.11,1277.0
"Ulster, NY",63.9,19.93,13.64,1075.1
"Umatilla, OR",53.7,24.39,18.06,881.6
"Unicoi, TN",30.0,30.18,24.01,1275.3
"Union, AR",38.6,27.09,20.27,1133.6
"Union, FL",40.3,27.98,21.22,1502.2
"Union, GA",43.2,21.7,15.8,980.0
"Union, IA",58.7,24.39,18.89,1245.8
"Union, IL",43.6,23.78,17.78,1207.6
"Union, IN",47.3,25.14,19.06,1151.5
"Union, KY",45.8,28.87,22.56,1222.2
"Union, LA",31.7,26.12,19.75,870.1
"Union, MS",33.5,27.61,21.68,1447.6
"Union, NC",49.7,18.24,12.76,851.0
"Union, NJ",59.0,18.07,11.57,953.7
"Union, NM",51.7,21.74,14.56,1114.1
"Union, OH",53.9,21.21,15.77,1194.0
"Union, OR",55.8,22.84,17.41,961.8
"Union, PA",54.3,21.71,15.99,938.2
"Union, SC",35.1,27.49,19.81,1183.9
"Union, SD",64.4,18.99,13.23,785.6
"Union, TN",26.3,30.03,24.22,1223.8
"Upshur, TX",43.0,24.52,18.25,1289.1
"Upshur, WV",33.1,26.37,21.45,1087.4
"Upson, GA",35.6,28.06,21.02,1502.2
"Upton, TX",38.9,19.25,12.68,1311.6
"Utah, UT",14.3,7.81,5.75,1072.7
"Uvalde, TX",46.2,18.02,11.3,1071.6
"Val Verde, TX",50.4,17.81,11.14,1071.5
"Valencia, NM",44.6,22.74,14.92,996.8
"Valley, ID",65.5,18.98,13.26,491.9
"Valley, MT",61.2,24.35,18.19,1247.5
"Valley, NE",61.8,21.09,15.59,1128.6
"Van Buren, AR",41.2,27.91,20.9,1066.3
"Van Buren, IA",52.0,25.29,19.06,1225.3
"Van Buren, MI",54.3,24.99,18.33,1331.7
"Van Buren, TN",30.7,28.9,23.1,1052.4
"Van Wert, OH",52.3,24.1,18.68,1103.8
"Van Zandt, TX",41.9,25.92,20.0,1368.2
"Vance, NC",37.0,28.73,19.27,995.5
"Vanderburgh, IN",51.5,25.53,19.49,1030.9
"Venango, PA",53.5,27.32,21.47,1201.3
"Ventura, CA",60.0,13.12,8.87,913.3
"Vermilion, IL",48.0,26.86,20.58,1213.8
"Vermilion, LA",55.0,27.77,22.26,1536.4
"Vermillion, IN",43.7,27.06,21.27,1397.0
"Vernon, LA",42.0,24.94,19.01,1663.5
"Vernon, MO",43.2,29.8,24.16,1203.4
"Vernon, WI",58.9,22.9,17.38,1010.3
"Victoria, TX",51.7,21.1,14.17,1026.8
"Vigo, IN",49.5,26.03,19.36,1452.0
"Vilas, WI",67.0,24.53,16.68,1099.6
"Vinton, OH",39.6,29.32,23.31,1089.4
"Volusia, FL",57.7,24.58,18.53,1093.7
"Wabash, IL",51.1,23.49,18.34,972.2
"Wabash, IN",47.9,26.65,20.62,1135.7
"Wabasha, MN",69.2,20.45,15.0,934.9
"Wabaunsee, KS",51.4,21.97,16.48,962.7
"Wadena, MN",58.7,23.57,18.0,920.2
"Wagoner, OK",49.6,24.98,18.97,1365.5
"Wahkiakum, WA",58.3,23.68,16.46,1029.3
"Wake, NC",60.3,14.91,9.83,798.3
"Wakulla, FL",52.7,25.38,18.17,1067.6
"Waldo, ME",60.9,21.34,15.83,1110.1
"Walker, AL",32.8,28.7,21.96,2123.5
"Walker, GA",35.8,26.96,20.41,1516.9
"Walker, TX",46.8,23.1,16.08,1097.2
"Walla Walla, WA",55.1,18.43,13.08,870.5
"Wallace, KS",50.7,18.86,13.45,834.1
"Waller, TX",47.3,19.54,13.03,1116.6
"Wallowa, OR",61.5,22.73,16.46,965.3
"Walsh, ND",66.0,24.29,18.57,1014.4
"Walthall, MS",32.1,25.62,17.82,1517.7
"Walton, FL",54.7,23.28,17.14,888.6
"Walton, GA",46.2,23.09,16.89,1188.3
"Walworth, SD",64.2,23.29,17.07,781.0
"Walworth, WI",65.9,20.88,14.92,1119.9
"Wapello, IA",50.0,26.25,20.18,1222.2
"Ward, ND",63.5,22.79,16.58,831.9
"Ward, TX",45.1,23.15,16.11,1233.5
"Ware, GA",37.5,26.49,19.31,1374.3
"Warren, GA",29.4,27.45,18.97,1120.1
"Warren, IA",62.4,19.37,14.51,1224.7
"Warren, IL",54.3,23.99,18.19,1185.6
"Warren, IN",47.1,25.98,20.49,1079.7
"Warren, KY",46.9,23.92,18.12,1174.6
"Warren, MO",49.2,26.84,21.33,1041.9
"Warren, MS",47.1,24.98,17.21,1200.6
"Warren, NC",39.0,26.88,17.58,1017.8
"Warren, NJ",62.3,19.72,14.58,1152.3
"Warren, NY",65.8,20.99,15.3,1010.5
"Warren, OH",60.4,18.98,13.47,1037.5
"Warren, PA",57.6,26.27,20.12,1152.2
"Warren, TN",30.1,27.44,21.18,1188.4
"Warren, VA",52.5,24.33,18.87,1084.0
"Warrick, IN",53.0,20.46,15.29,1137.5
"Wasatch, UT",29.0,9.4,7.0,966.2
"Wasco, OR",58.6,22.8,16.46,920.2
"Waseca, MN",63.2,21.91,15.99,922.7
"Washakie, WY",55.6,22.05,16.07,1001.1
"Washburn, WI",66.7,22.13,16.44,1071.9
"Washington, AL",31.6,25.16,18.74,1273.6
"Washington, AR",47.5,22.31,16.11,2242.8
"Washington, CO",58.4,21.6,15.48,794.8
"Washington, FL",37.3,27.38,20.98,1577.2
"Washington, GA",38.7,25.93,18.45,1180.9
"Washington, IA",56.8,21.23,15.27,982.9
"Washington, ID",51.3,25.14,18.81,1194.4
"Washington, IL",59.1,21.5,16.52,1203.5
"Washington, IN",42.7,27.73,21.78,1081.0
"Washington, KS",59.4,20.92,15.5,996.3
"Washington, KY",42.8,26.44,20.92,1042.6
"Washington, LA",37.9,29.11,22.31,1301.4
"Washington, MD",51.5,21.48,15.49,1148.4
"Washington, ME",57.2,27.41,20.86,1093.6
"Washington, MN",72.1,16.64,11.59,691.7
"Washington, MO",38.1,31.7,25.32,1567.9
"Washington, MS",45.3,24.97,16.99,1238.2
"Washington, NC",35.3,24.81,17.57,1059.9
"Washington, NE",68.8,18.83,14.06,888.5
"Washington, NY",60.2,22.62,16.72,1097.7
"Washington, OH",48.9,25.44,19.85,948.7
"Washington, OK",44.4,25.95,18.79,1532.3
"Washington, OR",63.1,14.66,9.85,752.0
"Washington, PA",59.5,23.74,17.91,1130.1
"Washington, RI",71.4,16.6,11.58,1003.3
"Washington, TN",42.2,24.44,18.64,1166.3
"Washington, TX",59.8,19.9,13.93,899.5
"Washington, UT",26.6,15.47,11.54,717.1
"Washington, VA",36.7,23.22,17.5,997.8
"Washington, VT",70.2,16.97,11.97,974.3
"Washington, WI",70.6,19.3,14.06,1007.1
"Washita, OK",37.4,25.38,19.42,1484.5
"Washoe, NV",63.1,21.15,14.28,1212.2
"Washtenaw, MI",66.6,14.85,9.62,1078.4
"Watauga, NC",48.8,17.59,12.72,830.8
"Watonwan, MN",56.5,22.49,16.15,879.0
"Waukesha, WI",73.1,17.25,11.71,859.3
"Waupaca, WI",63.9,23.22,17.31,1147.6
"Waushara, WI",65.8,25.19,18.67,1185.9
"Wayne, GA",35.2,27.06,20.04,1141.9
"Wayne, IA",51.9,24.14,18.37,1161.3
"Wayne, IL",44.6,25.31,19.7,1303.9
"Wayne, IN",44.6,27.81,21.99,1431.8
"Wayne, KY",25.6,32.97,26.76,1204.6
"Wayne, MI",54.9,25.61,18.18,1417.3
"Wayne, MO",37.5,30.53,24.66,1092.8
"Wayne, MS",31.1,25.23,18.5,1467.1
"Wayne, NC",38.5,24.36,17.51,1238.0
"Wayne, NE",64.4,17.95,12.6,1064.5
"Wayne, NY",60.3,21.01,15.5,944.6
"Wayne, OH",52.0,25.2,18.77,1189.7
"Wayne, PA",60.3,25.32,19.14,1176.8
"Wayne, TN",29.2,29.34,22.8,1229.4
"Wayne, UT",25.7,17.48,12.21,775.4
"Wayne, WV",27.0,31.17,25.45,1021.4
"Weakley, TN",32.1,25.11,19.1,1102.0
"Webb, TX",45.8,15.64,8.66,940.3
"Weber, UT",32.4,15.7,11.73,1171.6
"Webster, GA",35.9,24.43,17.17,932.0
"Webster, IA",59.2,25.06,17.92,1488.5
"Webster, KY",33.6,29.71,23.82,1361.6
"Webster, LA",38.9,27.28,20.77,1244.6
"Webster, MO",41.5,27.29,22.08,1306.0
"Webster, MS",33.6,24.32,17.41,1895.8
"Webster, NE",55.5,22.13,16.62,1090.2
"Webster, WV",23.5,30.78,25.31,1199.0
"Wells, IN",48.9,25.86,20.1,1027.5
"Wells, ND",59.5,22.32,16.83,1051.5
"West Baton Rouge, LA",53.3,24.52,18.76,958.9
"West Carroll, LA",30.3,29.46,23.16,1568.9
"West Feliciana, LA",46.0,25.42,18.02,1038.6
"Westchester, NY",64.8,14.8,9.0,955.5
"Westmoreland, PA",59.8,22.2,16.66,1135.7
"Westmoreland, VA",49.0,25.32,18.68,1115.7
"Weston, WY",62.7,24.97,18.72,956.9
"Wetzel, WV",34.8,28.3,23.11,1242.0
"Wexford, MI",54.0,24.87,19.11,1005.0
"Wharton, TX",50.2,21.62,14.78,1227.7
"Whatcom, WA",65.9,17.94,12.46,858.5
"Wheatland, MT",57.9,22.71,16.94,1361.2
"Wheeler, GA",28.6,27.93,20.06,1096.5
"Wheeler, NE",59.3,19.14,13.97,1052.2
"Wheeler, OR",62.8,22.94,16.86,980.3
"Wheeler, TX",41.6,19.78,13.85,1401.5
"White Pine, NV",46.7,27.05,20.39,1089.3
"White, AR",36.8,25.8,19.69,1457.2
"White, GA",50.0,21.51,16.22,903.8
"White, IL",46.6,24.58,19.12,1268.8
"White, IN",49.3,24.41,18.73,1138.6
"White, TN",31.0,28.16,22.58,1145.5
"Whiteside, IL",55.8,23.5,17.74,1260.4
"Whitfield, GA",38.2,25.08,17.96,1175.9
"Whitley, IN",51.0,26.53,19.66,1034.8
"Whitley, KY",25.2,31.9,26.21,1636.6
"Whitman, WA",62.2,12.26,8.03,1008.4
"Wibaux, MT",57.2,21.22,15.82,909.7
"Wichita, KS",46.6,21.3,15.06,833.1
"Wichita, TX",48.0,22.84,16.63,1110.3
"Wicomico, MD",54.3,21.34,15.2,1440.9
"Wilbarger, TX",36.8,23.12,16.7,1120.3
"Wilcox, AL",35.8,25.72,17.19,1630.8
"Wilcox, GA",28.5,27.77,20.09,1063.3
"Wilkes, GA",41.2,27.02,19.23,1149.5
"Wilkes, NC",31.5,26.45,21.11,967.2
"Wilkin, MN",69.2,22.43,17.24,1046.0
"Wilkinson, GA",35.6,25.29,18.16,1416.0
"Wilkinson, MS",39.4,26.62,18.25,1306.9
"Will, IL",64.5,19.47,13.47,1067.9
"Willacy, TX",41.5,17.69,9.81,866.6
"Williams, ND",61.4,26.98,20.65,1035.6
"Williams, OH",50.2,25.73,20.47,1187.9
"Williamsburg, SC",35.8,23.2,15.32,883.6
"Williamson, IL",49.7,22.64,16.87,980.3
"Williamson, TN",55.3,14.46,9.95,992.8
"Williamson, TX",60.7,14.82,9.9,801.2
"Wilson, KS",39.8,28.06,21.7,1233.2
"Wilson, NC",40.6,24.83,17.66,1130.0
"Wilson, TN",44.0,22.37,17.03,1012.9
"Wilson, TX",52.2,18.94,12.65,1073.0
"Windham, CT",61.2,21.11,15.63,1076.9
"Windham, VT",66.1,17.93,12.44,947.6
"Windsor, VT",70.6,17.6,12.23,931.0
"Winkler, TX",42.3,24.77,17.64,1336.4
"Winn, LA",35.5,28.73,22.31,1640.0
"Winnebago, IA",61.4,20.63,15.13,1106.7
"Winnebago, IL",60.3,22.89,16.86,1115.4
"Winnebago, WI",68.1,21.17,15.86,876.6
"Winneshiek, IA",71.3,18.11,13.66,1002.8
"Winona, MN",69.5,19.52,14.07,968.9
"Winston, AL",30.4,28.17,21.6,1320.5
"Winston, MS",32.9,23.13,16.03,1284.7
"Wirt, WV",29.7,30.25,24.15,1234.4
"Wise, TX",46.7,22.12,16.43,1245.1
"Wise, VA",27.8,29.46,22.81,1296.5
"Wolfe, KY",28.1,32.0,26.19,1924.3
"Wood, OH",60.1,20.32,15.25,1409.1
"Wood, TX",43.1,24.16,18.23,1281.7
"Wood, WI",67.6,22.58,17.32,958.9
"Wood, WV",36.2,29.2,23.29,1271.2
"Woodbury, IA",59.2,25.13,18.84,1041.5
"Woodford, IL",59.0,19.42,14.24,1062.1
"Woodford, KY",51.2,23.95,17.84,999.5
"Woodruff, AR",37.6,28.88,21.24,1418.6
"Woods, OK",54.5,22.04,16.58,1321.8
"Woodson, KS",42.6,24.77,18.53,1201.6
"Woodward, OK",47.8,25.02,19.79,1392.5
"Worcester, MA",63.5,19.71,14.16,964.1
"Worcester, MD",64.0,20.44,15.16,1154.0
"Worth, GA",38.6,27.57,20.22,952.9
"Worth, IA",58.5,22.86,16.92,952.5
"Worth, MO",48.5,24.39,19.08,1231.2
"Wright, IA",62.3,23.55,17.7,1243.4
"Wright, MN",65.5,20.3,14.55,864.9
"Wright, MO",38.5,28.55,23.76,1688.4
"Wyandot, OH",53.8,25.28,20.09,1247.2
"Wyandotte, KS",46.6,26.58,18.85,1065.5
"Wyoming, NY",60.6,24.47,17.84,1142.7
"Wyoming, PA",58.5,23.54,17.59,1339.1
"Wyoming, WV",23.5,31.72,26.42,1362.8
"Wythe, VA",38.4,26.03,20.42,1267.6
"Yadkin, NC",35.0,25.53,19.79,950.5
"Yakima, WA",50.4,19.77,13.54,1240.0
"Yalobusha, MS",32.9,27.56,20.73,1851.5
"Yamhill, OR",57.5,18.45,12.97,937.6
"Yancey, NC",38.6,25.44,18.61,1022.2
"Yankton, SD",64.3,21.47,16.07,1048.2
"Yates, NY",63.2,20.86,15.18,986.3
"Yavapai, AZ",58.9,23.69,16.58,873.4
"Yazoo, MS",40.1,27.0,19.42,1048.5
"Yell, AR",36.7,27.45,21.03,1430.1
"Yellow Medicine, MN",60.4,21.59,15.86,909.1
"Yellowstone, MT",61.5,21.61,15.48,1061.6
"Yoakum, TX",42.3,19.04,12.83,1338.8
"Yolo, CA",62.4,13.98,9.24,857.2
"York, ME",66.0,19.98,14.62,870.5
"York, NE",59.9,21.67,16.47,1079.4
"York, PA",55.3,20.78,15.78,967.4
"York, SC",52.3,21.4,15.41,901.4
"York, VA",64.7,16.27,11.26,811.4
"Young, TX",43.1,24.82,18.49,1426.8
"Yuba, CA",54.4,21.46,15.57,1138.4
"Yuma, AZ",56.3,19.08,12.0,842.6
"Yuma, CO",58.9,21.13,15.21,817.0
"Zapata, TX",39.2,17.45,10.1,859.1
"Zavala, TX",40.3,17.46,10.12,1316.1
"Ziebach, SD",33.9,31.53,21.16,896.5
