county_state,2012 Both Sexes,cig_total_mean,cig_daily_mean,deaths-per-100k
"Greenbrier, WV",35.4,27.33,22.06,1176.9
"Greene, AL",37.0,25.99,16.75,1316.5
"Greene, AR",38.5,28.94,23.91,1226.0
"Greene, GA",47.7,23.55,16.23,1030.3
"Greene, IA",58.8,23.91,17.69,1101.6
"Greene, IL",50.8,26.05,19.88,1231.9
"Greene, IN",42.7,27.75,21.11,1206.9
"Greene, MO",50.9,23.59,17.71,1164.5
"Greene, MS",31.9,27.8,20.61,1608.5
"Greene, NC",36.5,24.84,16.72,1131.6
"Greene, NY",59.9,23.93,16.67,1185.8
"Greene, OH",56.2,19.54,13.57,1063.5
"Greene, PA",53.2,24.47,18.97,1441.4
"Greene, TN",32.4,27.7,21.53,1354.8
"Greene, VA",55.0,23.02,17.46,1024.0
"Greenlee, AZ",43.7,20.67,13.84,982.7
"Greensville, VA",35.1,27.89,19.94,1707.2
"Greenup, KY",33.2,28.13,23.12,1202.1
"Greenville, SC",51.2,19.98,14.07,959.5
"Greenwood, KS",47.9,25.08,19.24,1229.1
"Greenwood, SC",46.8,24.92,17.57,950.7
"Greer, OK",37.2,27.33,21.09,1326.9
"Gregg, TX",46.9,23.54,16.82,1240.4
"Gregory, SD",55.2,22.12,16.21,1083.2
"Grenada, MS",40.4,26.82,19.4,1380.6
"Griggs, ND",62.4,24.75,19.11,1051.4
"Grimes, TX",47.1,24.89,17.8,1263.9
"Grundy, IA",62.3,19.21,14.27,1228.9
"Grundy, IL",59.5,23.38,17.38,1082.4
"Grundy, MO",47.4,27.51,22.12,1043.1
"Grundy, TN",30.6,29.76,22.86,1412.8
"Guadalupe, NM",44.0,21.07,12.69,1074.2
"Guadalupe, TX",56.5,18.81,12.39,1072.2
"Guernsey, OH",46.6,28.38,22.06,1461.2
"Guilford, NC",51.9,20.11,13.92,838.4
"Gulf, FL",46.4,27.71,20.49,1105.7
"Gunnison, CO",71.8,14.23,8.9,738.1
"Guthrie, IA",56.9,21.33,15.72,1031.8
"Gwinnett, GA",55.5,16.35,10.45,818.3
"Haakon, SD",66.3,19.69,14.1,955.9
"Habersham, GA",40.7,22.6,16.93,975.0
"Hale, AL",37.1,26.06,17.6,1417.4
"Hale, TX",37.0,21.51,14.19,1279.2
"Halifax, NC",36.9,27.18,19.05,1050.7
"Halifax, VA",38.8,26.37,19.03,1037.1
"Hall, GA",46.7,20.29,14.79,880.3
"Hall, NE",58.4,22.17,16.98,982.5
"Hall, TX",38.1,21.22,14.42,1252.2
"Hamblen, TN",31.7,27.46,21.16,1256.8
"Hamilton, FL",40.1,29.37,21.05,1214.7
"Hamilton, IA",57.7,24.36,18.22,1059.7
"Hamilton, IL",47.8,23.86,18.35,1213.2
"Hamilton, IN",63.6,14.33,9.51,913.5
"Hamilton, KS",46.4,21.94,15.53,1303.4
"Hamilton, NE",62.3,20.93,16.02,1001.5
"Hamilton, NY",59.6,18.77,13.51,1072.5
"Hamilton, OH",61.1,21.81,15.39,1086.0
"Hamilton, TN",45.3,23.59,17.29,1113.1
"Hamilton, TX",45.2,23.36,17.23,1115.1
"Hamlin, SD",61.7,21.73,16.15,933.2
"Hampden, MA",59.6,22.13,16.3,976.4
"Hampshire, MA",68.9,16.66,11.62,961.7
"Hampshire, WV",34.9,32.68,26.69,1030.6
"Hampton, SC",37.8,24.84,17.18,1080.5
"Hancock, GA",33.0,27.05,17.91,989.0
"Hancock, IA",59.6,22.96,17.48,1136.9
"Hancock, IL",48.1,23.23,17.42,1008.7
"Hancock, IN",54.1,23.69,17.64,989.6
"Hancock, KY",31.0,27.86,21.78,1235.5
"Hancock, ME",64.8,21.79,15.62,842.0
"Hancock, MS",53.0,25.54,19.22,1226.6
"Hancock, OH",55.1,22.67,16.91,1148.9
"Hancock, TN",18.7,30.63,23.76,1231.7
"Hancock, WV",34.7,31.36,25.46,1426.7
"Hand, SD",64.3,20.96,15.6,941.0
"Hanover, VA",58.0,19.62,13.87,942.2
"Hansford, TX",48.1,19.71,13.31,1486.5
"Hanson, SD",59.7,20.57,15.21,1003.0
"Haralson, GA",35.2,27.58,22.05,1471.4
"Hardee, FL",38.6,25.26,18.25,861.1
"Hardeman, TN",29.7,27.81,20.3,1446.6
"Hardeman, TX",37.0,22.32,15.76,1151.0
"Hardin, IA",60.8,22.06,16.94,1201.6
"Hardin, IL",44.0,25.73,19.35,1305.5
"Hardin, KY",41.7,26.12,20.53,952.5
"Hardin, OH",47.8,26.01,20.57,1295.0
"Hardin, TN",33.5,28.21,21.7,1692.4
"Hardin, TX",46.2,24.86,18.34,1397.1
"Harding, NM",44.3,18.91,12.14,747.1
"Harding, SD",69.1,17.74,12.41,1109.2
"Hardy, WV",37.8,31.83,26.14,993.6
"Harford, MD",61.9,18.81,13.31,1082.0
"Harlan, KY",25.3,32.36,26.86,1577.4
"Harlan, NE",57.2,22.3,16.72,998.7
"Harmon, OK",27.2,23.89,17.25,1290.7
"Harnett, NC",42.0,23.72,16.9,1032.8
"Harney, OR",56.1,25.1,18.69,992.3
"Harper, KS",50.3,23.98,17.86,1015.4
"Harper, OK",43.4,22.37,16.75,1285.7
"Harris, GA",47.9,19.35,13.24,1021.7
"Harris, TX",54.3,17.68,11.21,983.8
"Harrison, IA",57.5,21.82,16.76,931.6
"Harrison, IN",48.1,26.03,20.47,998.1
"Harrison, KY",39.7,29.74,23.73,1299.2
"Harrison, MO",48.2,29.26,23.73,1210.5
"Harrison, MS",55.6,26.44,19.24,1538.8
"Harrison, OH",47.9,29.91,22.81,1430.6
"Harrison, TX",42.2,23.55,16.64,1046.0
"Harrison, WV",39.3,25.76,20.8,1237.6
"Hart, GA",37.2,23.83,17.11,1031.5
"Hart, KY",29.5,32.07,26.37,1221.3
"Hartford, CT",63.9,17.9,12.47,954.1
"Hartley, TX",45.6,21.18,15.01,1141.7
"Harvey, KS",48.5,20.53,15.64,1045.2
"Haskell, KS",42.5,21.37,15.01,967.2
"Haskell, OK",33.8,29.93,23.05,1823.9
"Haskell, TX",35.4,21.81,15.62,1223.4
"Hawaii, HI",55.7,19.85,13.98,834.0
"Hawkins, TN",30.3,29.07,22.97,1303.0
"Hayes, NE",58.1,20.95,15.47,784.2
"Hays, TX",60.7,15.94,9.91,861.5
"Haywood, NC",48.0,24.56,18.05,922.4
"Haywood, TN",35.8,26.04,18.91,1302.5
"Heard, GA",33.7,28.74,22.64,1119.2
"Hemphill, TX",45.7,22.29,16.19,1377.1
"Hempstead, AR",38.1,24.98,18.08,1365.1
"Henderson, IL",52.3,23.38,17.72,1159.5
"Henderson, KY",43.2,26.88,21.47,1113.5
"Henderson, NC",50.6,21.75,15.41,899.5
"Henderson, TN",31.0,26.96,20.71,1449.9
"Henderson, TX",45.9,26.8,19.76,1499.1
"Hendricks, IN",53.0,20.28,14.79,1097.6
"Hendry, FL",44.3,23.55,15.92,1040.6
"Hennepin, MN",69.6,17.28,11.4,655.3
"Henrico, VA",60.7,18.74,12.38,951.6
"Henry, AL",36.4,23.39,17.19,1211.0
"Henry, GA",48.2,20.52,13.64,1112.7
"Henry, IA",53.9,23.59,17.09,1129.2
"Henry, IL",57.5,22.27,16.89,1196.1
"Henry, IN",43.8,28.64,22.5,1126.3
"Henry, KY",38.0,28.91,22.79,1094.6
"Henry, MO",47.5,28.05,22.04,1584.0
"Henry, OH",52.3,24.27,18.82,1277.4
"Henry, TN",38.5,28.38,21.99,1527.1
"Henry, VA",36.3,27.24,20.01,976.7
"Herkimer, NY",62.3,21.09,15.82,1171.0
"Hernando, FL",59.3,26.26,20.14,1050.2
"Hertford, NC",36.9,24.95,16.75,923.4
"Hettinger, ND",66.9,23.37,17.67,894.3
"Hickman, KY",27.9,28.47,22.27,1265.8
"Hickman, TN",29.3,29.81,22.95,1164.8
"Hickory, MO",37.0,31.03,24.55,928.2
"Hidalgo, NM",43.8,20.64,12.68,1157.1
"Hidalgo, TX",43.0,14.8,8.09,866.1
"Highland, OH",41.9,30.19,23.95,1226.2
"Highland, VA",58.3,22.87,17.2,938.3
"Highlands, FL",52.9,24.99,18.56,777.2
"Hill, MT",58.2,25.62,18.47,1344.4
"Hill, TX",43.8,22.67,16.29,1141.5
"Hillsborough, FL",57.0,19.67,14.2,1004.2
"Hillsborough, NH",66.8,18.6,14.26,975.5
"Hillsdale, MI",50.4,26.5,20.34,1306.2
"Hinds, MS",50.7,22.81,15.61,1182.9
"Hinsdale, CO",74.3,14.74,9.45,825.8
"Hitchcock, NE",51.7,23.98,18.16,938.2
"Hocking, OH",45.9,25.98,20.54,1267.0
"Hockley, TX",39.0,19.25,12.97,1236.5
"Hodgeman, KS",49.3,20.33,14.76,1081.4
"Hoke, NC",40.5,23.19,15.78,1143.6
"Holmes, FL",41.2,27.47,21.63,1481.7
"Holmes, MS",36.8,25.54,17.14,1250.6
"Holmes, OH",41.7,29.05,23.18,1187.8
"Holt, MO",52.6,25.56,19.91,995.2
"Holt, NE",62.3,22.68,17.28,1111.4
"Honolulu, HI",51.8,16.1,11.23,718.0
"Hood River, OR",59.7,19.25,13.02,931.4
"Hood, TX",55.9,22.51,16.52,983.2
"Hooker, NE",57.1,17.72,12.71,915.7
"Hopkins, KY",37.6,30.01,24.95,1452.9
"Hopkins, TX",43.1,23.67,17.58,1429.3
"Horry, SC",53.8,25.04,17.31,984.6
"Hot Spring, AR",39.8,30.36,23.33,1281.7
"Hot Springs, WY",58.1,23.1,17.44,979.5
"Houghton, MI",64.2,20.2,14.66,1198.4
"Houston, AL",42.4,24.85,18.3,1189.0
"Houston, GA",50.5,20.58,14.5,1278.4
"Houston, MN",68.0,19.26,14.48,983.4
"Houston, TN",31.7,28.94,22.52,1513.5
"Houston, TX",42.2,25.58,17.69,1161.4
"Howard, AR",36.9,27.7,20.2,1912.8
"Howard, IA",65.5,23.89,18.7,2008.0
"Howard, IN",48.3,25.56,19.31,1321.2
"Howard, MD",68.2,11.47,7.48,780.9
"Howard, MO",50.1,25.9,20.05,1222.9
"Howard, NE",60.5,21.98,16.79,961.7
"Howard, TX",44.4,24.78,17.55,1773.8
"Howell, MO",40.9,25.21,20.23,1158.8
"Hubbard, MN",60.9,22.16,16.19,727.4
"Hudson, NJ",55.4,16.55,10.09,917.5
"Hudspeth, TX",37.8,19.75,11.87,900.9
"Huerfano, CO",61.5,21.06,13.95,814.4
"Hughes, OK",38.2,30.71,23.78,1734.7
"Hughes, SD",64.4,18.1,12.99,795.2
"Humboldt, CA",62.3,22.09,15.37,976.5
"Humboldt, IA",63.0,23.62,17.78,1348.5
"Humboldt, NV",57.7,23.85,17.75,1184.1
"Humphreys, MS",38.4,26.51,18.65,1627.7
"Humphreys, TN",34.4,28.02,21.55,1606.5
"Hunt, TX",43.2,23.53,17.46,1355.6
"Hunterdon, NJ",70.9,14.23,9.55,875.3
"Huntingdon, PA",51.0,23.8,17.87,1070.2
"Huntington, IN",49.7,26.43,19.92,1136.3
"Huron, MI",58.4,25.8,19.6,1421.7
"Huron, OH",55.6,25.43,20.0,1219.6
"Hutchinson, SD",60.4,19.14,13.89,1000.5
"Hutchinson, TX",41.9,24.2,18.16,1814.5
"Hyde, NC",45.7,25.17,17.81,1026.0
"Hyde, SD",59.5,23.11,17.19,869.0
"Iberia, LA",53.3,27.75,21.21,1481.2
"Iberville, LA",45.4,27.88,20.44,975.9
"Ida, IA",58.8,21.84,16.32,1076.2
"Idaho, ID",60.7,25.03,18.98,866.7
"Imperial, CA",43.9,16.22,9.58,804.7
"Independence, AR",38.9,26.72,20.81,1531.9
"Indian River, FL",65.7,23.57,16.73,839.6
"Indiana, PA",54.5,20.38,15.27,1119.9
"Ingham, MI",59.5,18.42,12.64,983.8
"Inyo, CA",58.6,20.32,14.35,1087.5
"Ionia, MI",55.9,25.24,19.25,1132.2
"Iosco, MI",57.6,28.1,21.35,1493.8
"Iowa, IA",60.6,20.38,14.86,1072.6
"Iowa, WI",66.6,20.23,14.38,896.2
"Iredell, NC",48.7,21.43,16.15,963.6
"Irion, TX",50.5,22.93,16.46,1035.3
"Iron, MI",65.0,25.08,18.87,1202.8
"Iron, MO",41.7,29.82,24.05,1691.4
"Iron, UT",24.9,15.93,11.38,812.4
"Iron, WI",71.3,23.55,16.63,1206.8
"Iroquois, IL",52.6,24.31,18.55,1257.3
"Irwin, GA",37.6,28.19,20.64,1336.9
"Isabella, MI",57.8,22.71,16.55,1172.9
"Isanti, MN",62.0,23.24,17.38,853.7
"Island, WA",66.8,18.26,12.88,846.2
"Isle of Wight, VA",54.1,20.41,14.94,1011.2
"Issaquena, MS",34.0,29.82,20.94,1173.9
"Itasca, MN",60.9,23.73,16.99,844.1
"Itawamba, MS",34.0,25.64,19.52,1483.3
"Izard, AR",37.7,27.83,21.73,1256.3
"Jack, TX",44.2,25.93,19.33,1314.0
"Jackson, AL",33.2,28.09,22.26,1472.8
"Jackson, AR",36.3,31.6,24.17,1401.3
"Jackson, CO",68.8,20.23,14.36,730.5
"Jackson, FL",41.8,25.2,18.62,1106.8
"Jackson, GA",46.6,22.36,16.3,1127.3
"Jackson, IA",65.2,22.19,17.01,1064.9
"Jackson, IL",50.2,17.78,12.23,970.3
"Jackson, IN",46.5,25.82,20.31,1078.5
"Jackson, KS",51.8,23.4,17.34,1260.9
"Jackson, KY",24.4,33.79,27.75,1704.6
"Jackson, LA",36.3,26.8,19.92,1207.4
"Jackson, MI",55.8,24.65,18.17,1395.9
"Jackson, MN",61.0,21.25,15.74,1007.7
"Jackson, MO",54.9,25.9,18.2,1020.6
"Jackson, MS",49.9,25.4,18.4,1193.9
"Jackson, NC",46.5,23.4,15.87,913.0
"Jackson, OH",39.6,28.24,22.36,1500.7
"Jackson, OK",46.7,22.94,16.92,1310.2
"Jackson, OR",59.3,22.04,16.58,822.5
"Jackson, SD",45.5,27.47,18.56,1084.1
"Jackson, TN",29.6,29.42,23.31,1317.2
"Jackson, TX",48.0,21.47,14.75,1234.2
"Jackson, WI",59.4,25.17,19.33,974.7
"Jackson, WV",29.8,29.03,23.48,1165.2
"James City, VA",65.8,16.5,11.48,737.9
"Jasper, GA",41.6,24.0,17.5,1106.7
"Jasper, IA",55.3,23.25,17.92,949.5
"Jasper, IL",55.5,23.18,17.7,1181.9
"Jasper, IN",52.0,26.22,19.95,1245.3
"Jasper, MO",45.1,27.52,22.11,1261.1
"Jasper, MS",35.0,24.44,17.18,1291.2
"Jasper, SC",43.3,25.12,17.12,820.0
"Jasper, TX",39.4,25.65,18.42,1517.3
"Jay, IN",46.4,29.29,23.74,1090.3
"Jeff Davis, GA",30.2,25.07,18.41,1422.1
"Jeff Davis, TX",52.0,16.85,10.79,796.5
"Jefferson Davis, LA",50.2,29.1,22.73,1514.2
"Jefferson Davis, MS",35.8,25.18,16.16,1233.2
"Jefferson, AL",50.7,22.06,15.87,1151.3
"Jefferson, AR",43.5,27.1,18.07,1344.7
"Jefferson, FL",45.7,23.95,16.58,937.0
"Jefferson, GA",34.1,25.84,18.26,1412.2
"Jefferson, IA",51.8,20.52,14.2,1216.9
"Jefferson, ID",23.0,16.48,12.31,1173.0
"Jefferson, IL",46.1,24.56,18.56,1348.9
"Jefferson, IN",48.4,26.55,21.06,1296.9
"Jefferson, KS",52.9,23.61,17.62,996.8
"Jefferson, KY",54.3,26.71,20.46,997.2
"Jefferson, LA",57.0,23.61,16.93,1077.4
"Jefferson, MO",53.0,28.19,22.14,1294.0
"Jefferson, MS",41.0,24.38,15.22,1364.3
"Jefferson, MT",68.1,18.48,12.68,1005.1
"Jefferson, NE",61.3,25.47,20.08,1120.3
"Jefferson, NY",59.9,20.83,15.28,1240.2
"Jefferson, OH",50.7,28.31,22.09,1511.7
"Jefferson, OK",32.6,28.08,21.45,1525.9
"Jefferson, OR",52.3,24.15,16.31,949.6
"Jefferson, PA",53.2,25.33,19.9,1128.8
"Jefferson, TN",31.8,28.14,21.93,1165.9
"Jefferson, TX",50.1,23.81,16.06,1387.5
"Jefferson, WA",68.4,19.84,13.73,838.3
"Jefferson, WI",65.9,21.27,15.35,1100.0
"Jefferson, WV",49.1,22.47,16.56,1051.2
"Jenkins, GA",30.1,26.24,18.63,1142.9
"Jennings, IN",44.2,27.94,22.77,1138.4
"Jerauld, SD",60.8,22.5,16.86,1040.7
"Jerome, ID",47.1,22.0,16.22,1072.2
"Jersey, IL",59.0,23.55,17.99,1351.4
"Jessamine, KY",44.3,25.61,19.81,886.1
"Jewell, KS",52.9,21.24,15.67,954.5
"Jim Hogg, TX",47.7,17.51,10.27,967.6
"Jim Wells, TX",45.7,18.53,11.4,1517.8
"Jo Daviess, IL",68.8,19.72,14.27,975.8
"Johnson, AR",38.1,25.4,19.64,1345.1
"Johnson, GA",33.9,27.16,19.89,1196.5
"Johnson, IA",67.9,15.22,9.91,890.6
"Johnson, IL",43.4,24.56,17.93,959.3
"Johnson, IN",52.9,23.6,18.41,1122.4
"Johnson, KS",62.9,15.53,10.84,875.2
"Johnson, KY",28.9,32.53,26.85,1162.4
"Johnson, MO",53.4,22.42,16.32,1347.9
"Johnson, NE",54.6,25.34,18.97,930.6
"Johnson, TN",27.0,29.57,23.28,1230.4
"Johnson, TX",47.0,23.13,17.14,1183.8
"Johnson, WY",67.0,20.82,15.06,1047.2
"Johnston, NC",43.1,23.16,17.45,1054.7
"Johnston, OK",34.3,27.9,20.48,1335.8
"Jones, GA",44.8,22.47,16.5,991.8
"Jones, IA",63.1,22.2,16.52,1000.8
"Jones, MS",34.7,24.81,18.12,1369.8
"Jones, NC",45.3,25.8,18.22,1087.3
"Jones, SD",55.2,22.55,16.79,923.2
"Jones, TX",39.7,26.27,18.83,1265.9
"Josephine, OR",57.0,24.96,19.08,873.2
"Juab, UT",19.4,16.79,12.81,1068.5
"Judith Basin, MT",67.7,18.35,12.99,925.0
"Juneau, WI",62.3,25.77,19.64,983.1
"Juniata, PA",48.5,23.92,18.94,1153.5
"Kalamazoo, MI",61.9,19.58,14.31,1058.3
"Kalkaska, MI",55.6,26.48,20.19,1404.4
"Kanabec, MN",55.0,24.85,18.45,921.0
"Kanawha, WV",34.7,26.47,21.37,1101.7
"Kandiyohi, MN",61.0,19.96,14.54,757.0
"Kane, IL",65.2,17.3,11.69,873.6
"Kane, UT",33.8,15.81,11.06,1057.4
"Kankakee, IL",56.6,25.43,18.49,1273.9
"Karnes, TX",46.3,21.85,14.56,1512.0
"Kauai, HI",56.0,19.09,13.38,748.3
"Kaufman, TX",46.0,22.33,16.28,1419.2
"Kay, OK",49.5,27.54,21.15,1337.3
"Kearney, NE",61.3,19.06,14.17,1001.3
"Kearny, KS",44.9,21.84,15.39,910.6
"Keith, NE",61.3,21.38,15.83,633.4
"Kemper, MS",39.3,26.16,18.31,1111.5
"Kendall, IL",65.2,16.82,11.63,843.9
"Kendall, TX",62.3,15.43,10.03,1011.2
"Kenedy, TX",41.3,14.31,8.23,904.6
"Kennebec, ME",61.7,22.74,17.14,938.6
"Kenosha, WI",64.1,22.03,15.78,1118.2
"Kent, DE",52.1,24.44,18.4,1079.0
"Kent, MD",60.2,20.4,14.24,1149.7
"Kent, MI",63.5,20.23,14.28,1106.6
"Kent, RI",67.5,20.73,14.88,1161.1
"Kent, TX",35.2,18.4,12.89,981.2
"Kenton, KY",61.9,24.84,18.85,1025.5
"Keokuk, IA",53.2,24.26,18.16,1110.1
"Kern, CA",46.9,17.42,12.26,1204.8
"Kerr, TX",55.3,18.97,12.97,926.4
"Kershaw, SC",43.8,22.9,16.67,939.9
"Kewaunee, WI",70.0,21.92,16.67,968.7
"Keweenaw, MI",62.4,21.35,15.37,1111.0
"Keya Paha, NE",51.8,22.14,16.69,975.3
"Kidder, ND",62.9,21.16,15.83,833.3
"Kimball, NE",53.7,22.73,16.72,910.4
"Kimble, TX",50.0,21.88,15.63,1135.3
"King George, VA",53.0,18.33,13.02,1075.5
"King William, VA",52.0,23.92,17.43,1122.2
"King and Queen, VA",41.9,24.88,18.33,1151.4
"King, TX",31.0,18.58,12.81,1061.8
"King, WA",66.4,14.15,9.1,780.5
"Kingfisher, OK",47.9,23.5,17.17,1223.3
"Kingman, KS",51.7,23.81,18.29,1405.0
"Kings, CA",49.2,17.37,12.04,1064.3
"Kings, NY",52.5,18.46,10.92,1271.4
"Kingsbury, SD",62.9,19.53,14.32,1020.6
"Kinney, TX",52.5,19.9,13.19,947.6
"Kiowa, CO",32.7,19.76,14.09,1126.3
"Kiowa, KS",50.2,19.97,14.56,1176.7
"Kiowa, OK",39.5,27.04,20.48,1623.3
"Kit Carson, CO",54.6,23.79,17.45,782.2
"Kitsap, WA",62.1,19.76,13.9,942.8
"Kittitas, WA",65.1,16.75,11.17,838.2
"Kittson, MN",58.2,20.4,14.57,929.1
"Klamath, OR",57.9,23.82,17.49,936.3
"Kleberg, TX",48.9,16.44,9.99,1400.7
"Klickitat, WA",58.6,21.5,15.26,670.7
"Knott, KY",24.2,30.71,24.44,1317.2
"Knox, IL",53.8,25.32,19.46,1169.8
"Knox, IN",48.4,27.08,21.54,1125.7
"Knox, KY",24.0,35.46,28.94,1367.5
"Knox, ME",63.9,21.3,15.67,1048.5
"Knox, MO",47.6,26.19,20.6,1214.2
"Knox, NE",63.4,22.41,16.46,1031.2
"Knox, OH",50.7,23.15,18.12,1172.4
"Knox, TN",44.7,19.94,14.73,1042.1
"Knox, TX",38.4,21.54,14.89,1098.1
"Koochiching, MN",61.5,25.92,19.04,829.3
"Kootenai, ID",59.1,23.02,16.96,1005.4
"Kosciusko, IN",52.8,24.83,18.9,1120.9
"Kossuth, IA",63.5,21.86,16.51,1278.2
"La Crosse, WI",70.2,20.48,15.3,904.1
"La Paz, AZ",52.9,26.75,18.27,994.2
"La Plata, CO",69.4,16.91,10.97,892.2
"La Salle, LA",36.2,26.66,20.54,1152.2
"La Salle, TX",43.5,21.95,13.48,992.9
"LaGrange, IN",42.4,27.37,21.99,1134.5
"LaMoure, ND",68.7,21.64,16.26,758.7
"LaPorte, IN",55.3,28.75,21.48,1350.7
"LaSalle, IL",60.1,24.3,18.08,1200.9
"Labette, KS",42.0,24.86,18.81,1354.9
"Lac qui Parle, MN",62.3,21.48,15.85,935.9
"Lackawanna, PA",62.9,23.38,17.34,1401.8
"Laclede, MO",41.6,29.07,23.8,1332.0
"Lafayette, AR",35.6,27.19,19.62,1231.8
"Lafayette, FL",39.9,26.06,18.94,1111.6
"Lafayette, LA",59.5,24.93,18.88,1253.0
"Lafayette, MO",48.8,26.54,20.13,1129.6
"Lafayette, MS",52.1,18.27,12.99,1457.7
"Lafayette, WI",64.8,21.03,15.43,924.8
"Lafourche, LA",53.3,27.02,21.02,1229.0
"Lake of the Woods, MN",57.5,24.02,17.35,1039.6
"Lake, CA",57.3,23.2,16.51,942.9
"Lake, CO",66.5,19.64,12.96,465.7
"Lake, FL",58.9,22.83,16.98,931.3
"Lake, IL",66.4,16.49,11.01,857.8
"Lake, IN",54.2,26.22,18.61,1194.1
"Lake, MI",49.2,29.7,22.51,1096.0
"Lake, MN",62.1,22.02,16.27,695.4
"Lake, MT",59.2,24.64,16.97,939.7
"Lake, OH",63.6,23.36,18.39,1160.3
"Lake, OR",60.8,23.53,16.85,951.5
"Lake, SD",62.9,19.15,13.81,1116.4
"Lake, TN",24.9,31.6,23.77,1736.2
"Lamar, AL",29.2,26.07,19.99,1255.0
"Lamar, GA",37.3,26.02,18.63,1145.1
"Lamar, MS",44.9,19.62,13.88,1187.3
"Lamar, TX",43.3,24.19,17.65,1329.3
"Lamb, TX",37.9,20.71,13.65,1271.3
"Lamoille, VT",69.7,16.67,11.83,912.3
"Lampasas, TX",47.7,21.22,15.21,1004.8
"Lancaster, NE",66.0,20.26,14.39,913.1
"Lancaster, PA",52.6,21.34,16.13,978.9
"Lancaster, SC",42.5,24.34,17.98,945.8
"Lancaster, VA",50.9,21.86,15.19,1148.7
"Lander, NV",49.8,25.4,19.49,1246.3
"Lane, KS",54.1,21.41,15.65,847.8
"Lane, OR",62.3,21.19,14.72,889.3
"Langlade, WI",64.3,25.05,19.74,1116.9
"Lanier, GA",44.6,26.35,19.21,1074.3
"Lapeer, MI",56.2,25.99,18.9,1357.2
"Laramie, WY",56.8,22.08,16.54,907.1
"Larimer, CO",67.0,16.25,10.84,772.9
"Larue, KY",33.1,29.92,24.66,1090.4
"Las Animas, CO",55.3,22.05,14.76,843.2
"Lassen, CA",57.8,24.35,16.87,1113.6
"Latah, ID",63.4,15.56,10.49,715.8
"Latimer, OK",34.0,28.37,21.64,1478.2
"Lauderdale, AL",37.4,23.14,17.03,1134.5
"Lauderdale, MS",41.6,26.21,18.75,1386.3
"Lauderdale, TN",32.2,29.56,22.05,1767.5
"Laurel, KY",29.0,32.9,27.3,1302.8
"Laurens, GA",37.3,24.93,18.12,1237.3
"Laurens, SC",41.8,26.45,18.98,1020.6
"Lavaca, TX",53.8,21.57,15.42,1135.2
"Lawrence, AL",29.9,26.98,19.7,1395.8
"Lawrence, AR",34.9,29.49,23.69,1359.6
"Lawrence, IL",43.3,28.04,21.99,1061.7
"Lawrence, IN",42.3,26.68,20.76,1013.3
"Lawrence, KY",27.5,32.52,26.66,1317.5
"Lawrence, MO",42.5,27.21,21.7,1294.3
"Lawrence, MS",33.2,26.12,18.08,1807.8
"Lawrence, OH",42.9,27.45,21.76,1281.3
"Lawrence, PA",53.0,24.76,18.68,1293.6
"Lawrence, SD",64.9,21.68,14.81,773.1
"Lawrence, TN",29.5,27.52,21.41,1313.2
"Le Flore, OK",34.5,29.92,22.82,1569.5
"Le Sueur, MN",63.8,20.35,14.82,870.5
"Lea, NM",38.8,24.02,17.29,1379.3
"Leake, MS",32.9,27.4,19.8,1176.1
"Leavenworth, KS",55.3,23.74,18.07,1073.4
"Lebanon, PA",55.2,22.94,17.63,1162.8
"Lee, AL",48.1,20.66,14.81,1040.7
"Lee, AR",35.6,30.3,22.02,1052.3
"Lee, FL",64.5,21.11,14.94,659.8
"Lee, GA",48.4,24.15,17.78,1205.3
"Lee, IA",58.7,25.93,20.02,1207.1
"Lee, IL",59.5,24.84,18.37,1139.3
"Lee, KY",23.5,34.48,27.84,1692.7
"Lee, MS",41.5,25.47,18.34,1098.5
"Lee, NC",42.7,23.25,16.07,972.5
"Lee, SC",34.0,27.2,18.76,1467.3
"Lee, TX",43.4,21.45,15.47,1096.0
"Lee, VA",22.5,27.88,21.3,1155.1
"Leelanau, MI",67.2,16.7,11.37,925.8
"Leflore, MS",41.2,25.96,18.31,1590.5
"Lehigh, PA",57.5,21.45,15.14,991.0
"Lemhi, ID",52.0,23.49,17.61,905.5
"Lenawee, MI",54.2,23.24,17.31,1394.8
"Lenoir, NC",39.2,25.95,18.31,1246.4
"Leon, FL",59.8,16.16,9.99,901.5
"Leon, TX",44.0,24.46,17.37,1192.7
"Leslie, KY",24.2,32.96,27.76,1612.7
"Letcher, KY",23.7,29.85,24.08,1380.3
"Levy, FL",44.3,26.24,19.4,1076.4
"Lewis and Clark, MT",65.1,18.73,13.13,981.4
"Lewis, ID",49.8,23.38,17.04,977.7
"Lewis, KY",28.4,31.28,26.24,1428.2
"Lewis, MO",47.6,26.64,20.86,1317.2
"Lewis, NY",54.8,22.75,17.55,1199.3
"Lewis, TN",31.4,29.99,23.61,1149.3
"Lewis, WA",54.6,23.92,17.51,1235.1
"Lewis, WV",36.6,27.56,22.47,1400.4
"Lexington, SC",54.4,22.25,15.42,991.2
"Liberty, FL",32.4,27.51,19.86,1001.3
"Liberty, GA",46.4,21.85,14.83,1001.8
"Liberty, MT",56.1,24.04,17.87,884.9
"Liberty, TX",42.0,26.26,18.74,1589.4
"Licking, OH",52.8,23.63,18.87,1115.4
"Limestone, AL",39.3,23.59,17.11,1353.6
"Limestone, TX",43.4,23.98,16.92,1212.6
